"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"031201","fBiz00000108690000000001","鳥取県","鳥取市","株式会社ゼンヤクノー","カブシキガイシャゼンヤクノー","㉑ 製茶業","健康茶の製造販売","鳥取県鳥取市賀露町4001","",35.526151,134.198248,"0857282521","株式会社ゼンヤクノー","3270001000358","鳥取県鳥取市賀露町４００１番地","","","","","","","届出","",""
"031201","fBiz00000112900000000004","鳥取県","鳥取市","中嶋米穀株式会社","ナカシマベイコクカブシキガイシャ","⑧ 米穀類販売業","","鳥取県鳥取市賀露町811番地2","",35.531867,134.196005,"0857289220","中嶋米穀株式会社","1270001000525","鳥取県鳥取市賀露町８１１番地２","","","","","","","届出","",""
"031201","fBiz00000112900000000004","鳥取県","鳥取市","中嶋米穀株式会社","ナカシマベイコクカブシキガイシャ","⑳ 精穀・製粉業","","鳥取県鳥取市賀露町811番地2","",35.531867,134.196005,"0857289220","中嶋米穀株式会社","1270001000525","鳥取県鳥取市賀露町８１１番地２","","","","","","","届出","",""
"031201","fBiz00000115920000000320","鳥取県","鳥取市","カルディコーヒーファーム　イオンモール鳥取北店","カルディコーヒーファーム　イオンモールトットリキタテン","⑬ その他の食料・飲料販売業","食品販売","鳥取県鳥取市晩稲348","イオンモール鳥取北1Ｆ",35.524656,134.201383,"0857-38-3521","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"031201","fBiz00000121470000000002","鳥取県","鳥取市","鳥取廣信青果有限会社","トットリヒロシンセイカユウゲンガイシャ","⑦ 野菜果物販売業","","鳥取県鳥取市南安長二丁目６９７","",35.507174,134.209275,"0857-26-2321","鳥取廣信青果有限会社","2270002002115","","","","","","","","届出","",""
"031201","fBiz00000121470000000002","鳥取県","鳥取市","鳥取廣信青果有限会社","トットリヒロシンセイカユウゲンガイシャ","㉔ その他の食料品製造・加工業","","鳥取県鳥取市南安長二丁目６９７","",35.507174,134.209275,"0857-26-2321","鳥取廣信青果有限会社","2270002002115","","","","","","","","届出","",""
"031201","fBiz00000127530000000001","鳥取県","鳥取市","株式会社タカラ化成","カブシキガイシャタカラカセイ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","鳥取県鳥取市気高町宝木1562番地5","",35.514984,134.077183,"","株式会社タカラ化成","8270001002011","鳥取県鳥取市気高町宝木１５６２番地５","","","","","","","届出","",""
"031201","fBiz00000129180000000246","鳥取県","鳥取市","ダイソー　鳥取北店","ダイソー　トットリキタテン","⑬ その他の食料・飲料販売業","小売業","鳥取県鳥取市南隈５６３番地","",35.521527,134.199610,"070-7575-4388","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"031201","fBiz00000130720000000281","鳥取県","鳥取市","コーナン気高店","コーナンケダカテン","⑪ 百貨店、総合スーパー","販売業","鳥取県鳥取市気高町新町2丁目85番地","",35.511237,134.046161,"0857826151","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"031201","fBiz00000139870000000058","鳥取県","鳥取市","HYPER FIT24 鳥取雲山店","ハイパーフィットトットリクモヤマ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","鳥取県鳥取市雲山202-3","",35.477272,134.240910,"0857-27-7771","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"031201","fBiz00000139870000000334","鳥取県","鳥取市","HYPER FIT24 鳥取湖山店","ハイパーフィットトゥエンティフォートットリコヤマ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","鳥取県鳥取市湖山町東2丁目222-5","",35.518589,134.184446,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","① 魚介類販売業（包装済みの魚介類のみの販売）","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","② 食肉販売業（包装済みの食肉のみの販売）","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","③ 乳類販売業","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","⑥ 弁当販売業","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","⑦ 野菜果物販売業","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","⑧ 米穀類販売業","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
"031201","fBiz00000140190000000007","鳥取県","鳥取市","ザグザグ西品治店","ザグザグニシホンジテン","⑬ その他の食料・飲料販売業","ドラッグストア","鳥取県鳥取市西品治861-1","",35.509463,134.226110,"0857213939","株式会社ザグザグ","5260001002857","","","","","","","","届出","",""
