"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"011100","fBiz00000104940000000001","埼玉県","さいたま市浦和区","株式会社ナンブ","カブシキガイシャ　ナンブ","⑧ 米穀類販売業","卸売","埼玉県さいたま市浦和区岸町４－２－１６","",35.856094,139.658390,"0488223511","","","","","","","","","","届出","",""
"011100","fBiz00000107420000000256","埼玉県","さいたま市浦和区","株式会社九州屋　ドン・キホーテ浦和原山店","カブシキガイシャキュウシュウヤ　ドン・キホーテウラワハラヤマテン","⑦ 野菜果物販売業","","埼玉県さいたま市緑区原山4-3-3","ドン・キホーテ浦和原山店　B1F",35.870853,139.674565,"048-811-2611","株式会社九州屋","4010101000976","東京都八王子市越野24-1","","","","","","","届出","",""
"011100","fBiz00000107720000000017","埼玉県","さいたま市浦和区","わくわく広場ステラタウン大宮店","ワクワクヒロバステラタウンオオミヤテン","⑦ 野菜果物販売業","","","","","","","","","","","","","","","","届出","",""
"011100","fBiz00000107720000000105","埼玉県","さいたま市浦和区","わくわく広場　イオンモール与野店","ワクワクヒロバ　イオンモールヨノテン","⑪ 百貨店、総合スーパー","","","","","","","","","","","","","","","","届出","",""
"011100","fBiz00000108410000000021","埼玉県","さいたま市浦和区","ジェクサー・フィットネス＆スパ浦和","ジェクサー・フィットネスアンドスパウラワ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","埼玉県さいたま市浦和区高砂1-16-12","ＪＲ浦和駅西口ビル 5階～7階",35.858656,139.656999,"048-813-5630","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"011100","fBiz00000108410000000200","埼玉県","さいたま市浦和区","LivTack","リブタック","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","埼玉県さいたま市見沼区東大宮5丁目36番地4","",35.948397,139.642737,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"011100","fBiz00000108410000000201","埼玉県","さいたま市浦和区","コナミスポーツクラブ武蔵浦和","コナミスポーツクラブムサシウラワ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","埼玉県さいたま市南区別所7‐2‐1","ザ・ファーストタワー2階",35.847279,139.649586,"048-844-8211","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"011100","fBiz00000108460000000009","埼玉県","さいたま市浦和区","エンハーブ　ルミネ大宮店","エンハーブルミネオオミヤテン","⑬ その他の食料・飲料販売業","小売業","埼玉県さいたま市大宮区錦町630","",35.905971,139.625016,"048-645-7382","株式会社コネクト","3010001063793","東京都港区芝大門二丁目８番１３号","","","","","","","届出","",""
"011100","fBiz00000108500000000004","埼玉県","さいたま市浦和区","さいたま市立上落合小学校","サイタマシリツカミオチアイショウガッコウ","㉖ 集団給食施設","","埼玉県さいたま市中央区上落合4-14-24","",35.893987,139.625480,"","さいたま市","2000020111007","埼玉県さいたま市浦和区常盤6丁目4-4","","","","","","","届出","",""
"011100","fBiz00000108500000000005","埼玉県","さいたま市浦和区","芝川小学校","シバカワショウガッコウ","㉖ 集団給食施設","給食施設","埼玉県さいたま市大宮区天沼町2-1077","",35.905217,139.644493,"048-644-7544","さいたま市","2000020111007","埼玉県さいたま市浦和区常盤6丁目4-4","","","","","","","届出","",""
"011100","fBiz00000108500000000006","埼玉県","さいたま市浦和区","さいたま市立栄小学校","サイタマシリツサカエショウガッコウ","㉖ 集団給食施設","","埼玉県さいたま市西区飯田811","",35.906968,139.582470,"","さいたま市","2000020111007","埼玉県さいたま市浦和区常盤6丁目4-4","","","","","","","届出","",""
"011100","fBiz00000108500000000007","埼玉県","さいたま市浦和区","神田小学校","ジンデショウガッコウ","㉖ 集団給食施設","","埼玉県さいたま市桜区神田541-1","",35.875181,139.607654,"","さいたま市","2000020111007","埼玉県さいたま市浦和区常盤6丁目4-4","","","","","","","届出","",""
