"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"027215","fBiz00000115920000000377","大阪府","寝屋川市","カルディコーヒーファーム　アル・プラザ香里園店","カルディコーヒーファーム　アル・プラザコウリエンテン","⑬ その他の食料・飲料販売業","小売業","大阪府寝屋川市日新町5番5号　","アル・プラザ香里園１Ｆ",34.783183,135.623299,"072-802-3009","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"027215","fBiz00000129180000000281","大阪府","寝屋川市","ダイソー　寝屋川店","ダイソー　ネヤガワテン","⑬ その他の食料・飲料販売業","小売業","大阪府寝屋川市高宮栄町１０－１","",34.759972,135.629885,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"027215","fBiz00000129180000000371","大阪府","寝屋川市","ダイソー　香里中央店","ダイソー　コウリチュウオウテン","⑬ その他の食料・飲料販売業","小売業","大阪府寝屋川市香里南之町３０－１","第３林ビル１階",34.783795,135.628893,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"027215","fBiz00000129180000001010","大阪府","寝屋川市","ダイソー　バロー寝屋川店","ダイソー　バローネヤガワテン","⑬ その他の食料・飲料販売業","","大阪府寝屋川市寝屋南２丁目２１番２５号","",34.766987,135.649754,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"027215","fBiz00000129180000001030","大阪府","寝屋川市","ダイソー　イズミヤ寝屋川店","ダイソー　イズミヤネヤガワテン","⑬ その他の食料・飲料販売業","","大阪府寝屋川市早子町２３－１","アドバンスねやがわ１号館５階",34.764080,135.621937,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"027215","fBiz00000130720000000119","大阪府","寝屋川市","コーナン寝屋川仁和寺店","コーナンネヤガワニワジテン","⑪ 百貨店、総合スーパー","販売業","大阪府寝屋川市仁和寺町20番11号","",34.763858,135.598873,"072-827-4057","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"027215","fBiz00000130720000000157","大阪府","寝屋川市","コーナン寝屋川昭栄店","コーナンネヤガワショウエイテン","⑪ 百貨店、総合スーパー","販売業","大阪府寝屋川市昭栄町18-20","",34.758582,135.625863,"0728113660","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"027215","fBiz00000130720000000168","大阪府","寝屋川市","コーナン東寝屋川店","コーナンヒガシネヤガワテン","⑪ 百貨店、総合スーパー","販売業","大阪府寝屋川市打上中町９-５","",34.759133,135.654859,"072-812-1071","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"027215","fBiz00000139870000000417","大阪府","寝屋川市","FIT PLACE 24 香里園","フィットプレイスニジュウヨンコウリエン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","大阪府寝屋川市香里南之町21-20","マジェスティ香里園3F",34.783289,135.630277,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"027215","fBiz00000144890000000367","大阪府","寝屋川市","キッチンオリジン　寝屋川店","キッチンオリジンネヤガワテン","⑬ その他の食料・飲料販売業","弁当店","大阪府寝屋川市早子町18-10","",34.763148,135.620706,"072-812-3871","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
