"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"005000","fBiz00000108410000001168","秋田県","秋田市","エニタイムにかほTSUGUBA","エニタイムニカホツグバ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","秋田県にかほ市平沢字長表 		39番","TSUGUBAテラス 2F","","","","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"005000","fBiz00000115920000000057","秋田県","秋田市","カルディコーヒーファーム　イオンモール大曲店","カルディコーヒーファーム　イオンモールオオマガリテン","⑬ その他の食料・飲料販売業","小売業","秋田県大仙市和合字坪立177","イオンモール大曲 1階",39.436425,140.509353,"0187-66-3626","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"005000","fBiz00000129180000000237","秋田県","秋田市","ダイソー　アクロス大曲店","ダイソー　アクロスオオマガリテン","⑬ その他の食料・飲料販売業","小売業","秋田県大仙市戸蒔字錨１５９－１","アクロス大曲内",39.453449,140.498457,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000000405","秋田県","秋田市","ダイソー　タカヤナギワンダーモール店","ダイソー　タカヤナギワンダーモールテン","⑬ その他の食料・飲料販売業","小売業","秋田県仙北市角館町上菅沢４４２－１","ワンダーモール店内",39.594477,140.574974,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000000726","秋田県","秋田市","ダイソー　マックスバリュ能代北店","ダイソー　マックスバリュノシロキタテン","⑬ その他の食料・飲料販売業","","秋田県能代市落合字砂田７１－１","マックスバリュ能代北ＳＣ内",40.232399,140.026450,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000000728","秋田県","秋田市","ダイソー　アクロスプラザ大館南店","ダイソー　アクロスプラザオオダテミナミテン","⑬ その他の食料・飲料販売業","","秋田県大館市餌釣字前田１番","アクロスプラザ内",40.249292,140.576665,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000000730","秋田県","秋田市","ダイソー　大館樹海モール店","ダイソー　オオダテジュカイモールテン","⑬ その他の食料・飲料販売業","","秋田県大館市大田面５０－１","",40.286433,140.581918,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000000732","秋田県","秋田市","ダイソー　いとく能代通町店","ダイソー　イトクノシロトオリマチテン","⑬ その他の食料・飲料販売業","","秋田県能代市通町２－１","いとく能代通町店２階",40.205753,140.022131,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000001640","秋田県","秋田市","ダイソー　ラッキー十文字店","ダイソー　ラッキージュウモンジテン","⑬ その他の食料・飲料販売業","","秋田県横手市十文字町仁井田字東２２－１","",39.215976,140.520701,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"005000","fBiz00000129180000001642","秋田県","秋田市","ダイソー　グランマート湯沢インター店","ダイソー　グランマートユザワインターテン","⑬ その他の食料・飲料販売業","","秋田県湯沢市元清水四丁目３－２４","",39.171001,140.483411,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"005000","fBiz00000129180000002092","秋田県","秋田市","ダイソー　本荘薬師堂店","ダイソー　ホンジョウヤクシドウテン","⑬ その他の食料・飲料販売業","小売業","秋田県由利本荘市薬師堂字谷地６８－１","",39.371922,140.050740,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"005000","fBiz00000129180000002134","秋田県","秋田市","ダイソー　横手ハッピータウン店","ダイソー　ヨコテハッピータウンテン","⑬ その他の食料・飲料販売業","小売業","秋田県横手市条里３－２－７","",39.315565,140.553545,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"005000","fBiz00000131720000000158","秋田県","秋田市","ニチイキッズでと保育園","ニチイキッズデトホイクエン","㉖ 集団給食施設","","秋田県潟上市天王字大長根１番地３","",39.835242,140.036948,"018-853-1206","株式会社ニチイ学館","3010001025868","東京都千代田区神田駿河台4丁目6番地","","","","","","","届出","",""
"005000","fBiz00000136160000000002","秋田県","秋田市","社会福祉法人岩城愛生会  障害者支援施設「はまなす園」","シャカイフクシホウジンイワキアイセイカイショウガイシャシエンシセツハマナスエン","㉖ 集団給食施設","","秋田県由利本荘市岩城内道川字烏森150-297","",39.556650,140.057420,"0184-73-3447","社会福祉法人岩城愛生会　障害者支援施設「はまなす園」","1410005002156","秋田県由利本荘市岩城内道川字烏森150-297","","","","","","","届出","",""
"005000","fBiz00000139140000000500","秋田県","秋田市","ガリバー横手店","ガリバーヨコテテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","秋田県横手市駅西３丁目　４－２９","",39.306069,140.558033,"","ナショナル・ベンディング株式会社","4010401021342","東京都品川区上大崎１丁目１５－２２","","","","","","","届出","",""
"005000","fBiz00000139140000000989","秋田県","秋田市","(株)村田指月FCソリューションズ2F　食堂","カブ　ムラタシズキエフシーソリューションズニーエフショクドウ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","秋田県雄勝郡羽後町西馬音内285番地","",39.206956,140.405306,"0183-55-8881","ナショナル・ベンディング株式会社","4010401021342","東京都品川区上大崎１丁目１５－２２","","","","","","","届出","",""
"005000","fBiz00000139140000001295","秋田県","秋田市","日立Astemo株式会社　秋田事業所　第１工場棟","ヒタチアステモカブシキガイシャ　アキタジギョウショ　ダイイチコウジョウトウ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","秋田県横手市安本字下御所野１－２","",39.353086,140.549955,"","ナショナル・ベンディング株式会社","4010401021342","東京都品川区上大崎１丁目１５－２２","","","","","","","届出","",""
