"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"026000","fBiz00000100600000000001","京都府","京都市上京区","福島鰹株式会社　京都南丹工場","フクシマカツオカブシキガイシャ　キョウトナンタンコウジョウ","⑯ 水産製品製造業","","京都府南丹市八木町玉ノ井北沢40","",35.089044,135.501946,"0771-43-2940","福島鰹株式会社","4130001022316","京都府京都市中京区堺町通御池上ル扇屋町665番地","京都府南丹保健所指令３南保環第1号の３３４",2021/07/01,2021/07/01,2021/07/01,2028/03/31,"","許可","なし",""
"026000","fBiz00000100600000000002","京都府","京都市上京区","福島鰹株式会社　京都南丹工場","フクシマカツオカブシキガイシャ　キョウトナンタンコウジョウ","㉒ 海藻製造・加工業","","京都府南丹市八木町玉ノ井北沢40","",35.089044,135.501946,"0771-43-2940","福島鰹株式会社","4130001022316","京都府京都市中京区堺町通御池上ル扇屋町665番地","","","","","","","届出","",""
"026000","fBiz00000103910000000111","京都府","京都市上京区","Ｖ・drug　宇治槇島店","ブイ・ドラッグ　ウジマキシマテン","⑬ その他の食料・飲料販売業","ドラッグストア","京都府宇治市槇島町本屋敷156番","",34.916405,135.781204,"0774-66-2361","中部薬品株式会社","4200001020808","岐阜県多治見市高根町四丁目29番地","","","","","","","届出","",""
"026000","fBiz00000103910000000207","京都府","京都市上京区","Ｖ・drug　向日町店","ブイ・ドラッグ　ムコウマチテン","⑬ その他の食料・飲料販売業","ドラッグストア","京都府向日市寺戸町修理式27-1","",34.957971,135.706957,"075-874-5931","中部薬品株式会社","4200001020808","岐阜県多治見市高根町四丁目29番地","","","","","","","届出","",""
"026000","fBiz00000104920000000001","京都府","京都市上京区","株式会社山政小山園","カブシキガイシャヤママサコヤマエン","㉑ 製茶業","緑茶製造卸","京都府宇治市小倉町久保96","",34.896015,135.784220,"0774241122","株式会社山政小山園","3130001033207","京都府宇治市小倉町久保９６番地","","","","","","","届出","",""
"026000","fBiz00000104980000000001","京都府","京都市上京区","社会福祉法人　淑徳福祉会　さつきこども園","シャカイフクシホウジンシュクトクフクシカイサツキコドモエン","㉖ 集団給食施設","保育所","京都府福知山市字正明寺1819番地の7","",35.289187,135.100139,"0773-23-0190","社会福祉法人淑徳福祉会","7130005009934","京都府福知山市字正明寺1819番地の７","","","","","","","届出","",""
"026000","fBiz00000105920000000001","京都府","京都市上京区","株式会社千代田セールズ社","チヨダセールズシャ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","京都府八幡市内里荒場52-1","",34.849907,135.727801,"075-981-1551","株式会社千代田セールズ社","1120001045444","京都府八幡市内里荒場52-1","","","","","","","届出","",""
"026000","fBiz00000106520000000001","京都府","京都市上京区","あるとファーム","アルトファーム","⑪ 菓子製造業","","京都府舞鶴市女布３２２－１","",35.422158,135.317712,"0773-77-0227","吉田知敬","","京都府舞鶴市女布３２２－１","京都府中丹東保健所指令4中東保環第9号の9",2022/02/02,2022/02/02,2022/02/02,2028/03/31,"","許可","なし",""
"026000","fBiz00000106520000000001","京都府","京都市上京区","吉田農園","ヨシダノウエン","⑦ 野菜果物販売業","食品加工","京都府舞鶴市女布３２２－１","",35.422158,135.317712,"0773-77-0227","吉田知敬","","京都府舞鶴市女布３２２－１","","","","","","","届出","",""
"026000","fBiz00000108410000000004","京都府","京都市上京区","コナミスポーツクラブ八幡","コナミスポーツクラブヤワタ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","京都府八幡市八幡源氏垣外51","",34.879743,135.707736,"075-972-4573","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
