"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"047201","fBiz00000108410000000477","沖縄県","那覇市","マシンピラティススタジオRintosull那覇新都心","マシンピラティススタジオリントスルナハシントシン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","沖縄県那覇市おもろまち4-2-8 2F","",26.224580,127.696003,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"047201","fBiz00000108410000000558","沖縄県","那覇市","コナミスポーツクラブ目黒","コナミスポーツクラブメグロ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","沖縄県那覇市天久９０２","",26.235244,127.685855,"098-941-5736","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"047201","fBiz00000115920000000321","沖縄県","那覇市","カルディコーヒーファーム　サンエー那覇店","カルディコーヒーファーム　サンエーナハテン","⑬ その他の食料・飲料販売業","食品販売","沖縄県那覇市おもろまち4-4-9","サンエー那覇メインプレイス1F",26.225297,127.694856,"098-951-1177","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"047201","fBiz00000121720000000001","沖縄県","那覇市","","","㉖ 集団給食施設","医療業","","","","","","","","","","","","","","","届出","",""
"047201","fBiz00000128270000000001","沖縄県","那覇市","社会福祉法人わかめ福祉会第2かぐらこども園","シャカイフクシホウジンワカメフクシカイダイニカグラコドモエン","㉖ 集団給食施設","","沖縄県那覇市宇栄原3-16-13","",26.190019,127.663927,"098-996-5069","社会福祉法人わかめ福祉会第２かぐらこども園","4360005000344","","","","","","","","届出","",""
"047201","fBiz00000131720000000071","沖縄県","那覇市","ニチイキッズぐし保育園","ニチイキッズグシホイクエン","㉖ 集団給食施設","","沖縄県那覇市具志2-4-1","上原ビル2階",26.182358,127.661996,"0988590500","株式会社ニチイ学館","3010001025868","東京都千代田区神田駿河台4丁目6番地","","","","","","","届出","",""
"047201","fBiz00000131720000000092","沖縄県","那覇市","ニチイキッズニッセイみらい小禄保育園","ニチイキッズニッセイミライオロクホイクエン","㉖ 集団給食施設","","沖縄県那覇市田原4丁目9-15","",26.194701,127.667012,"098-859-8511","株式会社ニチイ学館","3010001025868","東京都千代田区神田駿河台4丁目6番地","","","","","","","届出","",""
"047201","fBiz00000138910000000034","沖縄県","那覇市","","","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","","","","","","","","","","","","","","","届出","",""
"047201","fBiz00000139870000000186","沖縄県","那覇市","快活CLUB　FiT24　那覇古波蔵店","カイカツクラブフィットニジュウヨンナハコハグラテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","沖縄県那覇市古波蔵2丁目32-33","",26.198091,127.689413,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"047201","fBiz00000146310000000772","沖縄県","那覇市","スターバックスコーヒー沖縄真嘉比店","スターバックスコーヒーオキナワマカビテン","⑬ その他の食料・飲料販売業","喫茶店","沖縄県那覇市松島1-14-13","",26.222592,127.704888,"098-835-5181","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"047201","fBiz00000146310000000791","沖縄県","那覇市","スターバックスコーヒー那覇国際通り牧志店","スターバックスコーヒーナハコクサイドオリマキシテン","⑬ その他の食料・飲料販売業","喫茶店","沖縄県那覇市牧志2-1-1","1F",26.216426,127.688229,"098-862-8026","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
