"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"013201","fBiz00000107720000000082","東京都","八王子市","わくわく広場イーアス高尾店","ワクワクヒロバイーアスタカオテン","⑪ 百貨店、総合スーパー","","","","","","","","","","","","","","","","届出","",""
"013201","fBiz00000107920000000002","東京都","八王子市","八王子精米工場","ハチオウジセイマイコウジョウ","⑳ 精穀・製粉業","精穀製粉業","東京都八王子市北野町587番1","",35.650735,139.356866,"","全農パールライス株式会社","9010001072673","東京都千代田区神田三崎町３丁目１番１６号","","","","","","","届出","",""
"013201","fBiz00000108410000000528","東京都","八王子市","東急スポーツオアシス南大沢","トウキュウスポーツオアシスミナミオオサワ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都八王子市南大沢5丁目4","",35.614120,139.376498,"042-670-3110","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013201","fBiz00000108410000000641","東京都","八王子市","コナミスポーツクラブ八王子","コナミスポーツクラブハチオウジ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都八王子市打越町2003-2","",35.645084,139.351951,"042-632-5730","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013201","fBiz00000112240000000001","東京都","八王子市","株式会社　増田禎司商店","カブシキカイシャ　マスダテイジショウテン","⑬ その他の食料・飲料販売業","","東京都八王子市川口町１４１５","",35.689180,139.295798,"","","","東京都八王子市川口町１４１５番地","","","","","","","届出","",""
"013201","fBiz00000114570000000127","東京都","八王子市","ローソンストア１００　元八王子町店","ローソンストアヒャク　モトハチオウジマチテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都八王子市元八王子町一丁目494番地","",35.666435,139.289671,"0426207199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013201","fBiz00000114570000000128","東京都","八王子市","ローソンストア１００　八王子万町店","ローソンストアヒャク　ハチオウジヨロズチョウテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都八王子市万町124番地1","",35.654581,139.331266,"0426557299","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013201","fBiz00000114570000000207","東京都","八王子市","ローソンストア１００　八王子万町店","ローソンストアヒャク　ハチオウジヨロズチョウテン","① 飲食店営業","コンビニエンスストア","東京都八王子市万町１２４番地１","",35.654610,139.331253,"0426557299","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","4八保衛食収第1074号",2023/03/03,2023/03/03,2023/04/01,2029/03/31,"","許可"," ",""
"013201","fBiz00000114570000000228","東京都","八王子市","ローソンストア１００　元八王子町店","ローソンストアヒャク　モトハチオウジマチテン","① 飲食店営業","コンビニエンスストア","東京都八王子市元八王子町一丁目４９４番地","",35.665648,139.287945,"0426207199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","5八保衛食収第623号",2023/12/01,2023/12/01,2023/12/01,2029/11/30,"","許可","",""
"013201","fBiz00000114570000000230","東京都","八王子市","ローソンストア１００　八王子山田店","ローソンストアヒャク　ハチオウジヤマダテン","① 飲食店営業","コンビニエンスストア","東京都八王子市小比企町４８５番地","",35.643667,139.319978,"0426320299","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","5八保衛食収第779号",2023/12/21,2023/12/21,2023/12/21,2029/12/31,"","許可","",""
