"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"044201","fBiz00000105600000000025","大分県","大分市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000028","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000030","大分県","大分市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000031","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000032","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000037","大分県","大分市","","","② 食肉販売業（包装済みの食肉のみの販売）","","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000042","大分県","大分市","","","⑪ 百貨店、総合スーパー","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000043","大分県","大分市","","","③ 乳類販売業","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000044","大分県","大分市","","","⑪ 百貨店、総合スーパー","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000045","大分県","大分市","","","② 食肉販売業（包装済みの食肉のみの販売）","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000047","大分県","大分市","","","⑪ 百貨店、総合スーパー","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000049","大分県","大分市","","","⑪ 百貨店、総合スーパー","スーパー","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000052","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000053","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000105600000000074","大分県","大分市","","","⑪ 百貨店、総合スーパー","ドラッグストア","","","","","","","","","","","","","","","届出","",""
"044201","fBiz00000107420000000236","大分県","大分市","株式会社九州屋　トキハ大分店","カブシキガイシャキュウシュウヤ　トキハオオイタテン","⑦ 野菜果物販売業","","大分県大分市府内町2-1-4","トキハ大分店　B1F",33.236797,131.608549,"097-576-7916","株式会社九州屋","4010101000976","東京都八王子市越野24-1","","","","","","","届出","",""
"044201","fBiz00000108410000001009","大分県","大分市","スポーツクラブルネサンスおおいた24　2F(2台) 1F(1台)","スポーツクラブルネサンスオオイタ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","大分県大分市要町3-23","",33.230776,131.611421,"097-513-3700","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
