"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"010000","fBiz00000108410000000403","群馬県","前橋市","ティップネス太田","ティップネスオオタ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","群馬県太田市下小林町５３４－１１","",36.293264,139.403165,"027-660-2651","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"010000","fBiz00000113080000000021","群馬県","前橋市","","","⑪ 百貨店、総合スーパー","","","","","","","","","","","","","","","","届出","",""
"010000","fBiz00000113080000000023","群馬県","前橋市","ドン・キホーテUNY藤岡店","ドン・キホーテユニーフジオカテン","⑪ 百貨店、総合スーパー","","群馬県藤岡市藤岡416-4","",36.245454,139.081633,"0570-086-211","UDリテール株式会社","3013301041403","東京都目黒区青葉台二丁目19番10号","","","","","","","届出","",""
"010000","fBiz00000115920000000020","群馬県","前橋市","カルディコーヒーファーム　スマーク伊勢崎店","カルディコーヒーファーム　スマークイセサキテン","⑬ その他の食料・飲料販売業","小売業","群馬県伊勢崎市西小保方町368","スマーク伊勢崎１Ｆ",36.339460,139.233151,"0270-62-3344","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"010000","fBiz00000115920000000233","群馬県","前橋市","カルディコーヒーファーム　太田店","カルディコーヒーファーム　オオタテン","⑬ その他の食料・飲料販売業","小売業","群馬県太田市石原町81　","イオンモール太田1F",36.293737,139.402738,"0276-47-8645","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"010000","fBiz00000117000000000001","群馬県","前橋市","関東スチレン株式会社　太田工場","カントウスチレンカブシキガイシャ　オオタコウジョウ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","群馬県太田市世良田町3010","",36.273089,139.284695,"0276-52-2511","関東スチレン株式会社","4060001014155","栃木県小山市梁2303-2","","","","","","","届出","",""
"010000","fBiz00000117150000000005","群馬県","前橋市","竹内産業株式会社","タケウチサンギョウ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","群馬県太田市原宿町4254番地1","",36.349468,139.380053,"","","","","","","","","","","届出","",""
"010000","fBiz00000126830000000043","群馬県","前橋市","アミング太田店","アミングオオタテン","⑬ その他の食料・飲料販売業","","群馬県太田市飯塚町686-1","",36.273381,139.387378,"0276-55-2811","株式会社アミング","4220001001533","石川県金沢市無量寺５丁目５４番地３","","","","","","","届出","",""
"010000","fBiz00000129180000000132","群馬県","前橋市","ダイソー　群馬新中野店","ダイソー　グンマシンナカノテン","⑬ その他の食料・飲料販売業","小売業","群馬県邑楽郡邑楽町新中野２９－４","",36.254604,139.467534,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000165","群馬県","前橋市","ダイソー　アクロス館林店","ダイソー　アクロスタテバヤシテン","⑬ その他の食料・飲料販売業","小売業","群馬県館林市近藤町１７８－１１８","",36.241057,139.502947,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000186","群馬県","前橋市","ダイソー　館林アゼリアモール店","ダイソー　タテバヤシアゼリアモールテン","⑬ その他の食料・飲料販売業","小売業","群馬県館林市楠町３６２２－４","Ｂ館２階",36.240747,139.569856,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000346","群馬県","前橋市","ダイソー　大間々さくらもーる店","ダイソー　オオママサクラモールテン","⑬ その他の食料・飲料販売業","小売業","群馬県みどり市大間々町大間々４０番地","大間々ショッピングセンター２階",36.424438,139.276539,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000348","群馬県","前橋市","ダイソー　ニコモール新田店","ダイソー　ニコモールニッタテン","⑬ その他の食料・飲料販売業","小売業","群馬県太田市新田市野井町５９２－１３","ニコモールショッピングセンター内１階",36.304641,139.301949,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000376","群馬県","前橋市","ダイソー　メルクス伊勢崎店","ダイソー　メルクスイセサキテン","⑬ その他の食料・飲料販売業","小売業","群馬県伊勢崎市宮子町３５５６－１","ハイパーモールメルクス伊勢崎店内",36.329078,139.151176,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000401","群馬県","前橋市","ダイソー　とりせん城西の杜店","ダイソー　トリセンジョウサイノモリテン","⑬ その他の食料・飲料販売業","小売業","群馬県太田市城西町８０－１","",36.314423,139.333347,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000601","群馬県","前橋市","ダイソー　フレッセイ境店","ダイソー　フレッセイサカイテン","⑬ その他の食料・飲料販売業","","群馬県伊勢崎市境百々東２１－３","",36.281040,139.257084,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000602","群馬県","前橋市","ダイソー　フォリオ大泉店","ダイソー　フォリオオオイズミテン","⑬ その他の食料・飲料販売業","","群馬県邑楽郡大泉町富士１－７５２","フォリオ大泉店内",36.249473,139.416422,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000000603","群馬県","前橋市","ダイソー　渋川金井店","ダイソー　シブカワカナイテン","⑬ その他の食料・飲料販売業","","群馬県渋川市金井字原１２２３－１","",36.506063,138.995381,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001221","群馬県","前橋市","ダイソー　ベイシア沼田モール店","ダイソー　ベイシアヌマタモールテン","⑬ その他の食料・飲料販売業","","群馬県沼田市久屋原町４１３番地","ベイシア沼田モール内",36.665396,139.108181,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001222","群馬県","前橋市","ダイソー　桐生広沢店","ダイソー　キリュウヒロサワテン","⑬ その他の食料・飲料販売業","","群馬県桐生市広沢町間ノ島２０２","",36.388550,139.335595,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001223","群馬県","前橋市","ダイソー　西友楽市伊勢崎茂呂店","ダイソー　セイユウラクイチイセザキモロテン","⑬ その他の食料・飲料販売業","","群馬県伊勢崎市南千木町５２０２－３","",36.297209,139.213290,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001224","群馬県","前橋市","ダイソー　フォリオ吉岡店","ダイソー　フォリオヨシオカテン","⑬ その他の食料・飲料販売業","","群馬県北群馬郡吉岡町大久保８９１－１","",36.419160,139.026445,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001225","群馬県","前橋市","ダイソー　イオンモール太田店","ダイソー　イオンモールオオタテン","⑬ その他の食料・飲料販売業","","群馬県太田市石原町８１番地","イオンモール太田店１階",36.294110,139.400545,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001226","群馬県","前橋市","ダイソー　とりせん下田島店","ダイソー　トリセンシモタジマテン","⑬ その他の食料・飲料販売業","","群馬県太田市下田島町１０９４－１","",36.266094,139.319583,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001228","群馬県","前橋市","ダイソー　マーケットシティ桐生店","ダイソー　マーケットシティキリュウテン","⑬ その他の食料・飲料販売業","","群馬県桐生市相生町１－１２４－１","",36.405821,139.317418,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001229","群馬県","前橋市","ダイソー　コープ藤岡店","ダイソー　コープフジオカテン","⑬ その他の食料・飲料販売業","","群馬県藤岡市藤岡２４１５－１","",36.236658,139.074056,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001230","群馬県","前橋市","ダイソー　群馬安中店","ダイソー　グンマアンナカテン","⑬ その他の食料・飲料販売業","","群馬県安中市中宿２１００－１","",36.332182,138.922408,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001233","群馬県","前橋市","ダイソー　スマーク伊勢崎店","ダイソー　スマークイセサキテン","⑬ その他の食料・飲料販売業","","群馬県伊勢崎市西小保方町３６８","スマーク伊勢崎店内３階",36.339460,139.233151,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001234","群馬県","前橋市","ダイソー　群馬富岡店","ダイソー　グンマトミオカテン","⑬ その他の食料・飲料販売業","","群馬県富岡市富岡２２６６－１","",36.262903,138.897854,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001235","群馬県","前橋市","ダイソー　ベスタ大泉店","ダイソー　ベスタオオイズミテン","⑬ その他の食料・飲料販売業","","群馬県邑楽郡大泉町住吉５７－２","",36.251580,139.406531,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001237","群馬県","前橋市","ダイソー　安中郷原ＳＣ店","ダイソー　アンナカゴウバラショッピングセンターテン","⑬ その他の食料・飲料販売業","","群馬県安中市郷原２４９－１","",36.309044,138.849210,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"010000","fBiz00000129180000001244","群馬県","前橋市","ダイソー　ワンダーグー伊勢崎店","ダイソー　ワンダーグーイセサキテン","⑬ その他の食料・飲料販売業","","群馬県伊勢崎市韮塚町１１８５－１　","ワンダーグー伊勢崎店内",36.305863,139.175485,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
