"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"020202","fBiz00000108410000000444","長野県","松本市","ルネサンス松本","ルネサンスマツモト","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","長野県松本市渚１－７－１","なぎさライフサイト内",36.234097,137.956058,"0263-24-8811","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"020202","fBiz00000111340000000005","長野県","松本市","松本営業所","マツモトエイギョウショ","⑯ コーヒー製造・加工業（飲料の製造を除く。）","","長野県松本市並柳1丁目11-6","",36.210434,137.979163,"0263-27-8000","富士コーヒー株式会社","7180001040228","愛知県名古屋市中区栄４丁目１６番２７号","","","","","","","届出","",""
"020202","fBiz00000115920000000446","長野県","松本市","カルディコーヒーファーム　イオンモール松本店","カルディコーヒーファーム　イオンモールマツモトテン","⑬ その他の食料・飲料販売業","小売業","長野県松本市中央4-9-51　","イオンモール松本 晴庭1Ｆ",36.234039,137.978215,"0263-37-7260","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"020202","fBiz00000129180000001648","長野県","松本市","ダイソー　イオンタウン松本村井店","ダイソー　イオンタウンマツモトムライテン","⑬ その他の食料・飲料販売業","","長野県松本市村井町南２丁目２１－６１","イオンタウン松本村井店内",36.176884,137.962685,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"020202","fBiz00000135490000000378","長野県","松本市","ファミリーマート松本伊勢町店","ファミリーマートマツモトイセマチテン","⑩ コンビニエンスストア","","長野県松本市中央一丁目１０－１２","",36.232796,137.967823,"0263-38-4419","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"020202","fBiz00000138470000000207","長野県","松本市","ダイレックス平田店","ダイレックスヒラタテン","⑪ 百貨店、総合スーパー","ﾃﾞｨｽｶｳﾝﾄｽﾄｱ","長野県松本市平田東2丁目15番4号","",36.193196,137.964270,"0263-88-8814","ダイレックス株式会社","6300001004245","佐賀県佐賀市高木瀬町大字長瀬９３０番地","","","","","","","届出","",""
"020202","fBiz00000145420000000059","長野県","松本市","ユーパレット松本店　清流物語","ユーパレットマツモトテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市出川2-107-1","",36.212999,137.972394,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000061","長野県","松本市","デリシア石芝店　清流物語","デリシアイシシバテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市石芝3-1-7","",36.205659,137.952588,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000063","長野県","松本市","デリシア庄内店　清流物語","デリシアショウナイテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市出川1-1-2","",36.219934,137.977573,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000065","長野県","松本市","デリシア梓川店　清流物語","デリシアアズサガワテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市梓川倭535-2","",36.234758,137.890567,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000066","長野県","松本市","デリシア波田駅前店　清流物語","デリシアハタエキマエテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市波田4417-28","",36.200830,137.857661,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000067","長野県","松本市","デリシア元町店　清流物語","デリシアモトマチテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市元町3-6-1","",36.249201,137.983695,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000068","長野県","松本市","デリシア寿店　清流物語","デリシアコトブキテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市松原42-13","",36.176203,137.986919,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000069","長野県","松本市","デリシア惣社店　清流物語","デリシアソウジャテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市惣社469-1","",36.239191,137.991830,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"020202","fBiz00000145420000000071","長野県","松本市","デリシア寿豊丘店　清流物語","デリシアコトブキトヨオカテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","長野県松本市寿豊丘1183-1","",36.188076,137.972071,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
