"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"039000","fBiz00000103410000000002","高知県","高知市","特別養護老人ホーム愛光園","トクベツヨウゴロウジンホームアイコウエン","㉖ 集団給食施設","","高知県安芸郡奈半利町乙478番地1","",33.420979,134.028662,"0887383101","安芸広域市町村圏特別養護老人ホーム組合","3000020398527","高知県安芸郡奈半利町乙478番地1","","","","","","","届出","",""
"039000","fBiz00000105050000000007","高知県","高知市","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000107700000000002","高知県","高知市","グルメフーズ加藤","グルメフーズカトウ","⑧ 米穀類販売業","米穀店","高知県土佐市高岡町乙3477-14","",33.498310,133.426864,"","加藤通夫","","高知県土佐市高岡町乙3477-14","","","","","","","届出","",""
"039000","fBiz00000114540000000011","高知県","高知市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000114540000000011","高知県","高知市","","","⑬ その他の食料・飲料販売業","","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000114540000000012","高知県","高知市","くすりのレデイ　中村店","クスリノレデイ　ナカムラテン","③ 乳類販売業","ドラッグストア","高知県四万十市中村大橋通七丁目6番3号","",32.989002,132.938665,"0880-34-8177","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000114540000000012","高知県","高知市","くすりのレデイ　中村店","クスリノレデイ　ナカムラテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","高知県四万十市中村大橋通七丁目6番3号","",32.989002,132.938665,"0880-34-8177","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000114540000000013","高知県","高知市","くすりのレデイ　宿毛店","クスリノレデイ　スクモテン","③ 乳類販売業","ドラッグストア","高知県宿毛市宿毛5380－1","",32.928789,132.707687,"0880-63-2002","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000114540000000014","高知県","高知市","くすりのレデイ　四万十店","クスリノレデイ　シマントテン","③ 乳類販売業","ドラッグストア","高知県四万十市具同2222番地","",32.980920,132.920558,"0880-37-2011","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000114540000000163","高知県","高知市","くすりのレデイ　宿毛長田店","クスリノレデイ　スクモナガタテン","⑬ その他の食料・飲料販売業","ドラッグストア","高知県宿毛市長田町6番2号","",32.935458,132.719337,"0880-63-9888","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000114540000000244","高知県","高知市","くすりのレデイ　野市店","クスリノレデイ　ノイチテン","⑬ その他の食料・飲料販売業","ドラッグストア","高知県香南市野市町西野2007番地１","",33.561539,133.697388,"0887-57-5330","株式会社レデイ薬局","1500001004428","愛媛県松山市南江戸4丁目3-37","","","","","","","届出","",""
"039000","fBiz00000115320000000001","高知県","高知市","土佐総合青果","トサソウゴウセイカ","⑦ 野菜果物販売業","青果物の仲卸、転送事業","高知県土佐市高岡町丙59-1","",33.497582,133.434450,"088-852-3450","土佐総合青果","8490001005487","高知県土佐市高岡町丙59-1","","","","","","","届出","",""
"039000","fBiz00000115530000000001","高知県","高知市","西日本フード株式会社四国事業部高知営業部四万十営業センター","ニシニッポンフードカブシキガイシャシコクジギョウブコウチエイギョウブシマントエイギョウセンター","② 食肉販売業（包装済みの食肉のみの販売）","","高知県宿毛市平田町戸内3661-37","",32.950865,132.802394,"0880662500","西日本フード株式会社","1290001022575","福岡県福岡市博多区冷泉町２番１号　博多祇園M-SQUARE４階","","","","","","","届出","",""
"039000","fBiz00000115820000000008","高知県","高知市","サンシャインカルディア（鮮魚部）","サンシャインカルディア　センギョブ","④ 魚介類販売業","スーパーマーケット","高知県南国市後免町新地144-2","",33.576028,133.645328,"088-864-5888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E001472",2024/12/01,2024/12/01,2024/12/01,2031/11/30,"","許可","―",""
"039000","fBiz00000115820000000008","高知県","高知市","","","⑪ 百貨店、総合スーパー","スーパーマーケット","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000115820000000009","高知県","高知市","","","⑪ 百貨店、総合スーパー","スーパーマーケット","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000115820000000011","高知県","高知市","サンシャイン佐川（店頭販売）","サンシャインサカワ　テントウハンバイ","① 飲食店営業","スーパーマーケット","高知県高岡郡佐川町甲1786","",33.504883,133.284498,"0889-22-1155","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000932",2024/06/01,2024/06/01,2024/06/01,2029/05/31,"","許可","最終加熱調理する食品に限る（米飯類の提供不可）　使い捨ての飲食器に限る",""
"039000","fBiz00000115820000000011","高知県","高知市","サンシャイン佐川","サンシャインサカワ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","スーパーマーケット","高知県高岡郡佐川町甲1786","",33.504895,133.284499,"0889-22-1155","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000011","高知県","高知市","サンシャイン佐川","サンシャインサカワ","⑪ 百貨店、総合スーパー","スーパーマーケット","高知県高岡郡佐川町甲1786","",33.504895,133.284499,"0889-22-1155","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000013","高知県","高知市","サンシャインラヴィーナ","サンシャインラヴィーナ","⑪ 百貨店、総合スーパー","スーパーマーケット","高知県吾川郡いの町枝川1133","",33.551489,133.454105,"088-893-2211","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000014","高知県","高知市","サンシャインオリビオ","サンシャインオリビオ","⑪ 百貨店、総合スーパー","スーパーマーケット","高知県土佐市高岡町乙2750-1","",33.500812,133.418712,"088-852-5431","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000018","高知県","高知市","サンシャインラヴィーナ（惣菜部）","サンシャインラヴィーナ　ソウザイブ","⑪ 菓子製造業","","高知県吾川郡いの町枝川1133","",33.551481,133.454124,"088-893-2211","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000022",2021/06/01,2021/06/01,2021/06/01,2028/05/31,"","許可","無",""
"039000","fBiz00000180410000000019","高知県","高知市","","","⑪ 百貨店、総合スーパー","小売業（ドラッグストア）","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000219060000000132","高知県","高知市","","","③ 乳類販売業","","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000115820000000021","高知県","高知市","サンシャイラヴィーナ（鮮魚部）","サンシャインラヴィーナ　センギョブ","④ 魚介類販売業","","高知県吾川郡いの町枝川1133","",33.551481,133.454124,"088-893-2211","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000023",2021/06/01,2021/06/01,2021/06/01,2028/05/31,"","許可","無",""
"039000","fBiz00000115820000000022","高知県","高知市","サンシャインラヴィーナ（鮮魚部）","サンシャインラヴィーナ　センギョブ","① 飲食店営業","","高知県吾川郡いの町枝川1133","",33.551481,133.454124,"088-893-2211","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000024",2021/06/01,2021/06/01,2021/06/01,2028/05/31,"","許可","無",""
"039000","fBiz00000115820000000028","高知県","高知市","サンシャインカルディア","サンシャインカルディア","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","高知県南国市後免町新地144-2","",33.575130,133.644000,"088-864-5888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000035","高知県","高知市","サンシャインラヴィーナ","サンシャインラヴィーナ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","高知県吾川郡いの町枝川1133","",33.551489,133.454105,"","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000036","高知県","高知市","サンシャインオリビオ","サンシャインオリビオ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","高知県土佐市高岡町乙2750-1","",33.500812,133.418712,"","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000037","高知県","高知市","サンシャインオリビオ　アドバイザー","サンシャインオリビオ　アドバイザー","① 飲食店営業","","高知県土佐市高岡町乙2750-1","",33.500812,133.418712,"088-852-5431","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000239",2022/03/01,2022/03/01,2022/03/01,2028/02/29,"","許可","",""
"039000","fBiz00000115820000000042","高知県","高知市","サンシャインカルディア（店頭販売１）","サンシャインカルディア　テントウハンバイ　イチ","① 飲食店営業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"088-864-5888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000449",2022/06/01,2022/06/01,2022/06/01,2027/05/31,"","許可","最終加熱する食品に限る（米飯類の提供不可）、使い捨ての飲食器に限る",""
"039000","fBiz00000115820000000043","高知県","高知市","サンシャインカルディア（店頭販売２）","サンシャインカルディア　テントウハンバイ　ニ","① 飲食店営業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"088-864-5888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000450",2022/06/01,2022/06/01,2022/06/01,2027/05/31,"","許可","最終加熱する食品に限る（米飯類の提供不可）、使い捨ての飲食器に限る",""
"039000","fBiz00000115820000000044","高知県","高知市","サンシャイン香南（店頭販売）","サンシャインコウナン　テントウハンバイ","① 飲食店営業","","高知県香南市赤岡町戎田1383-1","",33.543269,133.726224,"0887-55-5111","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000473",2022/06/01,2022/06/01,2022/06/01,2027/05/31,"","許可","最終加熱する食品に限る（米飯類の提供不可）、使い捨ての飲食器に限る",""
"039000","fBiz00000115820000000049","高知県","高知市","サンシャインラヴィーナ（店頭販売）","サンシャインラヴィーナ　テントウハンバイ","① 飲食店営業","屋台","高知県吾川郡いの町枝川1133","",33.551481,133.454124,"088-893-2211","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000319",2022/06/01,2022/06/01,2022/06/01,2027/05/31,"","許可","最終加熱調理する食品に限る（米飯類の提供不可）使い捨ての飲食器に限る",""
"039000","fBiz00000115820000000056","高知県","高知市","サンシャインカルディア（精肉部ミートデリ調理室）","サンシャインカルディア　セイニクブミートデリチョウリシツ","① 飲食店営業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"0888645888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000660",2022/12/01,2022/12/01,2022/12/01,2028/11/30,"","許可","―",""
"039000","fBiz00000115820000000058","高知県","高知市","サンシャインカルディア（精肉部）","サンシャインカルディア　セイニクブ","③ 食肉販売業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000648",2022/11/21,2022/11/21,2022/11/21,2028/11/30,"","許可","―",""
"039000","fBiz00000115820000000074","高知県","高知市","サンシャインカルディア（惣菜部）","サンシャインカルディア　ソウザイブ","㉕ そうざい製造業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"0888645888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E000822",2023/06/01,2023/06/01,2023/06/01,2029/05/31,"","許可","―",""
"039000","fBiz00000115820000000077","高知県","高知市","サンシャイン香南（精肉部）","サンシャインコウナン　セイニクブ","③ 食肉販売業","","高知県香南市赤岡町戎田1383-1","",33.543269,133.726224,"0887-55-5111","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E001068",2023/12/01,2023/12/01,2023/12/01,2029/11/30,"","許可","―",""
"039000","fBiz00000115820000000078","高知県","高知市","サンシャイン香南（鮮魚部）","サンシャインコウナン　センギョブ","④ 魚介類販売業","","高知県香南市赤岡町戎田1383-1","",33.543269,133.726224,"0887-55-5111","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E001069",2023/12/01,2023/12/01,2023/12/01,2029/11/30,"","許可","―",""
"039000","fBiz00000115820000000079","高知県","高知市","サンシャイン香南（惣菜バックヤード）","サンシャインコウナン　ソウザイバックヤード","① 飲食店営業","","高知県香南市赤岡町戎田1383-1","",33.543269,133.726224,"0887-55-5111","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E001070",2023/12/01,2023/12/01,2023/12/01,2029/11/30,"","許可","―",""
"039000","fBiz00000115820000000080","高知県","高知市","サンシャイン香南（水の自販機）","サンシャインコウナン　ミズノジハンキ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","高知県香南市赤岡町戎田1383-1","",33.543269,133.726224,"0887-55-5111","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000115820000000083","高知県","高知市","サンシャインオリビオ(鮮魚部)","サンシャインオリビオ　センギョブ","④ 魚介類販売業","","高知県土佐市高岡町乙2750-1","",33.500812,133.418712,"088-852-5431","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000830",2024/03/01,2024/03/01,2024/03/01,2031/02/28,"","許可","―",""
"039000","fBiz00001262680000000001","高知県","高知市","","","㉑ 製茶業","","","","","","","","","","","","","","","","届出","",""
"039000","fBiz00000115820000000084","高知県","高知市","サンシャインオリビオ(精肉部)","サンシャインオリビオ　セイニクブ","③ 食肉販売業","","高知県土佐市高岡町乙2750-1","",33.500812,133.418712,"088-852-5431","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","W000831",2024/03/01,2024/03/01,2024/03/01,2031/02/28,"","許可","―",""
"039000","fBiz00000115820000000085","高知県","高知市","サンシャインカルディア（惣菜オープンキッチン）","サンシャインカルディア　ソウザイオープンキッチン","⑪ 菓子製造業","","高知県南国市後免町新地144-2","",33.576028,133.645328,"088-864-5888","株式会社サンシャインチェーン本部","4490001001085","高知県高知市稲荷町11-45","E001131",2024/03/01,2024/03/01,2024/03/01,2030/02/28,"","許可","―",""
"039000","fBiz00000119680000000001","高知県","高知市","フィットネスリノ","フィットネスリノ","⑬ その他の食料・飲料販売業","冷凍販売業","高知県四万十市古津賀3602－5","",32.984258,132.956293,"0880345072","外国長株式会社","1490001008760","高知県四万十市古津賀３６０２番地５","","","","","","","届出","",""
"039000","fBiz00000123320000000002","高知県","高知市","セブン－イレブン土佐蓮池店","セブンイレブントサハスイケテン","⑩ コンビニエンスストア","","高知県土佐市蓮池1090-1","",33.494355,133.414060,"088-828-7755","株式会社エリアス","4490001007792","高知県高知市稲荷町11-45","","","","","","","届出","",""
"039000","fBiz00000123320000000004","高知県","高知市","セブン－イレブン日高村本郷店","セブンイレブンヒダカムラホンゴウテン","⑩ コンビニエンスストア","","高知県高岡郡日高村本郷1652-1","",33.531843,133.354279,"0889-24-5501","株式会社エリアス","4490001007792","高知県高知市稲荷町11-45","","","","","","","届出","",""
