"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"023211","fBiz00000147970000000027","愛知県","豊田市","株式会社アペックス","カブシキカイシャアペックス","⑤ コップ式自動販売機（自動洗浄・屋内設置）","喫茶店営業","愛知県豊田市花本町井前１番地9　トヨタテクニカルディベロップメント株式会社本館食堂","",35.116188,137.172870,"","株式会社アペックス","1180001092373","愛知県大府市柊山町二丁目418番地","","","","","","","届出","",""
"023211","fBiz00000147970000000034","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000035","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000056","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000057","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000058","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000059","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000060","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000061","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000062","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000063","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000064","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000065","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000066","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000067","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000068","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000069","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000071","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000072","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000096","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000221","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000222","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000223","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000224","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000225","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000226","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000228","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000231","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000232","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000233","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000234","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000235","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000236","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000237","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000238","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000239","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000240","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000245","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000246","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000251","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000260","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000261","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000147970000000278","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000149710000000099","愛知県","豊田市","ジュピター　三越豊田店","ジュピター　ミツコシトヨタテン","⑪ 百貨店、総合スーパー","","愛知県豊田市西町6-85-1","T-FACE A館2階",35.086769,137.155029,"0565-42-2751","","","","","","","","","","届出","",""
"023211","fBiz00000153630000000457","愛知県","豊田市","豊田土橋営業所","トヨタツチハシエイギョウショ","㉖ 集団給食施設","集団給食施設(デイサービス)","愛知県豊田市曙町２丁目５７番","",35.057194,137.131125,"0565-25-2505","株式会社ツクイ","1020001136162","神奈川県横浜市港南区上大岡西1丁目6番1号","","","","","","","届出","",""
"023211","fBiz00000157080000000255","愛知県","豊田市","バロー浄水店","バロージョウスイテン","⑪ 百貨店、総合スーパー","","愛知県豊田市浄水町豊田浄水特定土地区画整理事業地117区画内","",35.124010,137.140990,"0565-43-3400","株式会社バロー","8200001031520","岐阜県多治見市大針町661-1","","","","","","","届出","",""
"023211","fBiz00000157080000000264","愛知県","豊田市","バロー東新町店","バロートウシンチョウテン","⑪ 百貨店、総合スーパー","","愛知県豊田市東新町６丁目17-1","",35.078365,137.125696,"0565-25-3666","株式会社バロー","8200001031520","岐阜県多治見市大針町661-1","","","","","","","届出","",""
"023211","fBiz00000158150000000340","愛知県","豊田市","ANYTIME FITNESS豊田猿投店","エニタイムフィットネストヨタサナゲテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","愛知県豊田市井上町4-141-1","",35.122844,137.181733,"0565415220","烏森電気株式会社","2180001029894","愛知県名古屋市中村区岩塚町3丁目34番地","","","","","","","届出","",""
"023211","fBiz00000158170000000256","愛知県","豊田市","かっぱ寿司　毘森公園店","カッパズシ　ヒモリコウエンテン","⑪ 菓子製造業","寿司屋","愛知県豊田市小坂町2-62-9","",35.087973,137.145616,"0565-42-5181","カッパ・クリエイト株式会社","7030001001979","神奈川県横浜市西区みなとみらい2-2-1ランドマークタワー12階","４令豊保衛第１１１－２２号",2023/03/29,2023/03/29,2023/03/29,2028/03/31,"","許可","",""
"023211","fBiz00000158170000000256","愛知県","豊田市","かっぱ寿司　毘森公園店","カッパズシ　ヒモリコウエンテン","⑬ その他の食料・飲料販売業","","愛知県豊田市小坂町2-62-9","",35.087973,137.145616,"0565-42-5181","カッパ・クリエイト株式会社","7030001001979","神奈川県横浜市西区みなとみらい2-2-1ランドマークタワー12階","","","","","","","届出","",""
"023211","fBiz00000160780000000002","愛知県","豊田市","株式会社碧香園 吉原工場","カブシキガイシャヘキコウエン　ヨシワラコウジョウ","㉑ 製茶業","製造業","愛知県豊田市吉原町西藤池19番地","",35.012012,137.092049,"0565536001","株式会社碧香園","2180301013490","愛知県安城市東栄町１丁目３番３号","","","","","","","届出","",""
"023211","fBiz00000161500000000220","愛知県","豊田市","グリーンセンターうねべ店","グリーンセンターウネベテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","愛知県豊田市畝部西町２９番地１","",35.009185,137.149615,"","株式会社ゼコー","1290001014135","福岡県福岡市博多区吉塚８－７－３０","","","","","","","届出","",""
"023211","fBiz00000161500000000221","愛知県","豊田市","JAあいち豊田 産直プラザ","ジェイエイアイチトヨタ　サンチョクプラザ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","愛知県豊田市西町４－２４","",35.134929,137.315937,"","株式会社ゼコー","1290001014135","福岡県福岡市博多区吉塚８－７－３０","","","","","","","届出","",""
"023211","fBiz00000171700000000027","愛知県","豊田市","果汁工房果琳　T-FACE 三越豊田店","カジュウコウボウカリン　ティーフェイス　ミツコシトヨタテン","① 飲食店営業","飲食店営業","愛知県豊田市西町6丁目85-1　T-FACE　A館　2階","",35.086769,137.155029,"0565-47-4010","株式会社青木商店","2380002007326","福島県郡山市八山田五丁目405番地","３令豊保衛第１０１－６７６号",2022/04/13,2022/04/13,2022/04/13,2027/04/30,"","許可","",""
"023211","fBiz00000181500000000002","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000181500000000004","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000181500000000010","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000181500000000011","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000181500000000012","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000181500000000013","愛知県","豊田市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"023211","fBiz00000190730000000067","愛知県","豊田市","やまのぶ上郷店","ヤマノブカミゴウテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","自動販売機","愛知県豊田市上郷町2-24-10","",35.012247,137.131481,"0565-25-0250","株式会社ウォーターワン","7010801016625","広島県広島市西区庚午北４丁目２番１３号","","","","","","","届出","",""
"023211","fBiz00000194280000000099","愛知県","豊田市","スギ薬局 竹村店","スギヤッキョク  タケムラテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市竹元町上の山下1","",35.031984,137.113031,"0565-51-0105","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000110","愛知県","豊田市","スギドラッグ 元宮店","スギドラッグ  モトミヤテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市元宮町5丁目26－1","",35.072310,137.163507,"0565-36-0160","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000114","愛知県","豊田市","スギドラッグ 神田店","スギドラッグ  カンダテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市神田町2丁目3－2","",35.080503,137.154257,"0565-37-7531","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000132","愛知県","豊田市","スギドラッグ 山之手店","スギドラッグ  ヤマノテテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","愛知県豊田市山之手7丁目77番地1","",35.055365,137.144243,"0565-71-5525","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000132","愛知県","豊田市","スギドラッグ 山之手店","スギドラッグ  ヤマノテテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市山之手7丁目77番地1","",35.055365,137.144243,"0565-71-5525","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000146","愛知県","豊田市","スギ薬局 深田店","スギヤッキョク  フカダテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","愛知県豊田市深田町1丁目55－1","",35.068267,137.124417,"0565-25-3589","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000146","愛知県","豊田市","スギ薬局 深田店","スギヤッキョク  フカダテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市深田町1丁目55－1","",35.068267,137.124417,"0565-25-3589","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000200","愛知県","豊田市","スギドラッグ 若園店","スギドラッグ  ワカゾノテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市若林東町上外根78番地3","メグリア若園店内",35.021503,137.098707,"0565-51-1533","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000215","愛知県","豊田市","スギドラッグ 美里店","スギドラッグ  ミサトテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","ドラッグストア","愛知県豊田市美里五丁目10番地6","",35.074104,137.181650,"0565-87-3571","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000215","愛知県","豊田市","スギドラッグ 美里店","スギドラッグ  ミサトテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市美里五丁目10番地6","",35.074104,137.181650,"0565-87-3571","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000220","愛知県","豊田市","スギドラッグ 三軒町店","スギドラッグ  サンゲンチョウテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市三軒町七丁目30番地1","",35.083260,137.138718,"0565-37-7125","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000248","愛知県","豊田市","スギドラッグ メグリア朝日店	","スギドラッグ  メグリアアサヒテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市朝日町一丁目6番地1","メグリア朝日店内",35.092807,137.141502,"0565-36-0866","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
"023211","fBiz00000194280000000253","愛知県","豊田市","スギドラッグ 青木店","スギドラッグ  アオキテン","⑬ その他の食料・飲料販売業","ドラッグストア","愛知県豊田市青木町1丁目70－18","",35.122441,137.182756,"0565-46-9151","株式会社スギ薬局","7180301016951","愛知県安城市三河安城町一丁目8番地4","","","","","","","届出","",""
