"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"013121","fBiz00000108410000000313","東京都","足立区","GYMNASTA竹ノ塚","ジムナスタタケノヅカ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都足立区保木間1-2-19","",35.789560,139.802947,"03-5851-2674","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013121","fBiz00000108410000000330","東京都","足立区","ルネサンス北千住","ルネサンスキタセンジュ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都足立区千住旭町5番","（東京電機大学5号館内）",35.748136,139.806273,"03-5284-2333","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013121","fBiz00000108410000000402","東京都","足立区","ティップネス綾瀬","ティップネスアヤセ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都足立区綾瀬３－１４－１６","エディフィス山陽",35.764222,139.827309,"03-5673-5771","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013121","fBiz00000108460000000006","東京都","足立区","エンハーブ　ルミネ北千住店","エンハーブルミネキタセンジュテン","⑬ その他の食料・飲料販売業","小売業","東京都足立区千住旭町42-2","",35.750917,139.805292,"03-3882-2822","株式会社コネクト","3010001063793","東京都港区芝大門二丁目８番１３号","","","","","","","届出","",""
"013121","fBiz00000110900000000059","東京都","足立区","北野エース　まるい北千住店","キタノエース　マルイキタセンジュテン","⑬ その他の食料・飲料販売業","","東京都足立区千住三丁目９２番地","北千住マルイ　まるい食遊館Ｂ１Ｆ",35.750490,139.804386,"03-6806-1709","株式会社エース","9140001078096","兵庫県伊丹市中央四丁目6番24号","","","","","","","届出","",""
"013121","fBiz00000114570000000091","東京都","足立区","ローソンストア１００　足立大谷田店","ローソンストアヒャク　アダチオオヤタテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区大谷田四丁目15番7号","",35.780281,139.839372,"0356736099","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000092","東京都","足立区","ローソンストア１００　足立東和五丁目店","ローソンストアヒャク　アダチトウワゴチョウメテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区東和五丁目5番21号","",35.775426,139.841430,"0336060077","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000149","東京都","足立区","ローソンストア１００　千住中居町店","ローソンストアヒャク　センジュナカイチョウテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区千住中居町18番14号","",35.750590,139.799600,"0338888255","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000203","東京都","足立区","ローソンストア１００　千住新橋店","ローソンストアヒャク　センジュシンバシテン","① 飲食店営業","コンビニエンスストア","東京都足立区足立一丁目11番5号","松伝ビル１F",35.764071,139.804076,"0358454199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","4足足保生食第00991号",2023/01/30,2023/01/30,2023/01/31,2029/01/31,"","許可","",""
"013121","fBiz00000114570000000203","東京都","足立区","ローソンストア１００　千住新橋店","ローソンストアヒャク　センジュシンバシテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区足立一丁目11番5号","松伝ビル１F",35.764071,139.804076,"0358454199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000209","東京都","足立区","ローソンストア１００　足立大谷田店","ローソンストアヒャク　アダチオオヤタテン","① 飲食店営業","コンビニエンスストア","東京都足立区大谷田四丁目１５番７号","",35.780275,139.839391,"0356736099","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","4足足保生食第01092号",2016/03/14,2023/03/01,2023/03/02,2030/03/31,"","許可","",""
"013121","fBiz00000114570000000211","東京都","足立区","ローソンストア１００　足立栗原店","ローソンストアヒャク　アダチクリハラテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区栗原四丁目５番１号","いそがひファーストビル１Ｆ",35.783467,139.785608,"0358382099","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000214","東京都","足立区","ローソンストア１００　北綾瀬駅前店","ローソンストアヒャク　キタアヤセエキマエテン","① 飲食店営業","コンビニエンスストア","東京都足立区谷中四丁目９番２２号","",35.777578,139.832474,"0336205875","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","5足足保生食第00040号",2023/04/19,2023/04/19,2023/04/19,2030/04/30,"","許可","",""
"013121","fBiz00000114570000000214","東京都","足立区","ローソンストア１００　北綾瀬駅前店","ローソンストアヒャク　キタアヤセエキマエテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区谷中四丁目９番２２号","",35.777578,139.832474,"0336205875","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000114570000000222","東京都","足立区","ローソンストア１００　綾瀬三丁目店","ローソンストアヒャク　アヤセサンチョウメテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都足立区綾瀬三丁目２６番１６号","",35.764646,139.827757,"0356731299","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013121","fBiz00000115920000000006","東京都","足立区","カルディコーヒーファーム　","カルディコーヒーファーム　","⑬ その他の食料・飲料販売業","食品販売","東京都足立区千住橋戸町1番地13　","ポンテポルタ千住 1F",35.742531,139.795325,"03-3881-2113","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013121","fBiz00000115920000000098","東京都","足立区","カルディコーヒーファーム　","カルディコーヒーファーム　","⑬ その他の食料・飲料販売業","食品販売","東京都足立区千住3丁目92","北千住マルイ1F",35.750490,139.804386,"03-4376-5127","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013121","fBiz00000242900000000160","東京都","足立区","なんでも酒やカクヤス　竹ノ塚店　","ナンデモサカヤカクヤス　タケノヅカテン　","⑬ その他の食料・飲料販売業","","東京都足立区竹の塚1-37-6","ノーブルコート　1F",35.792893,139.793571,"03-5856-6311","","","","","","","","","","届出","",""
"013121","fBiz00000115920000000099","東京都","足立区","カルディコーヒーファーム　","カルディコーヒーファーム　","⑬ その他の食料・飲料販売業","食品販売","東京都足立区西新井栄町1-20-1　","アリオ西新井1F",35.774558,139.785977,"03-3840-5039","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013121","fBiz00000129180000001730","東京都","足立区","ダイソー　カリブ梅島店","ダイソー　カリブウメジマテン","⑬ その他の食料・飲料販売業","","東京都足立区梅田６－９－１６","カリブ梅島店１階",35.766947,139.799001,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013121","fBiz00000129180000001733","東京都","足立区","ダイソー　竹の塚Ｊｏｙぷらざ店","ダイソー　タケノヅカジョイプラザテン","⑬ その他の食料・飲料販売業","","東京都足立区竹の塚５丁目７番３号","竹の塚Ｊｏｙぷらざ１階",35.794533,139.794760,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013121","fBiz00000129180000001734","東京都","足立区","ダイソー　保木間１丁目店","ダイソー　ホキマイッチョウメテン","⑬ その他の食料・飲料販売業","","東京都足立区保木間１－３３－１","",35.789802,139.810222,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
