"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"013111","fBiz00000115920000000440","東京都","大田区","カルディコーヒーファーム　","カルディコーヒーファーム　","⑬ その他の食料・飲料販売業","食品販売","東京都大田区大森北2-13-1 ","イトーヨーカドー大森1F",35.586502,139.733110,"03-5767-6880","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013111","fBiz00000115920000000441","東京都","大田区","カルディコーヒーファーム　エトモ池上店","カルディコーヒーファーム　エトモイケガミテン","⑬ その他の食料・飲料販売業","食品販売","東京都大田区池上6-3-10 ","エトモ池上3階",35.572296,139.703572,"03-6410-3661","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013111","fBiz00000115920000000469","東京都","大田区","カルディコーヒーファーム　蒲田店","カルディコーヒーファーム　カマタテン","⑬ その他の食料・飲料販売業","小売業","東京都大田区西蒲田7-69-1","東急プラザ蒲田1F",35.561984,139.714389,"03-3734-7091","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013111","fBiz00000115920000000470","東京都","大田区","カルディコーヒーファーム　大森店","カルディコーヒーファーム　オオモリテン","⑬ その他の食料・飲料販売業","小売業","東京都大田区大森北1-6-16","アトレ大森　1F",35.588521,139.728228,"03-3761-0777","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013111","fBiz00000118550000000003","東京都","大田区","","","㉖ 集団給食施設","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000118550000000004","東京都","大田区","","","㉖ 集団給食施設","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000118550000000006","東京都","大田区","","","㉖ 集団給食施設","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000118870000000005","東京都","大田区","ＴＯＫＹＯフレッシュ大田株式会社","トウキョウフレッシュオオタカブシキガイシャ","⑦ 野菜果物販売業","","東京都大田区東海3-2-6","",35.580988,139.760011,"","","","","","","","","","","届出","",""
"013111","fBiz00000118870000000006","東京都","大田区","有限会社三栄","ユウゲンガイシャサンエイ","⑦ 野菜果物販売業","","東京都大田区東海3-2-6 ","",35.580988,139.760011,"","","","","","","","","","","届出","",""
"013111","fBiz00000120700000000001","東京都","大田区","有限会社関口宗一商店","ユウゲンガイシャセキグチソウイチショウテン","⑦ 野菜果物販売業","","東京都大田区大森北６丁目３番１号","",35.580727,139.731672,"0337618435","有限会社関口宗一商店","9010802008009","東京都大田区大森北６丁目３番１号","","","","","","","届出","",""
"013111","fBiz00000128310000000012","東京都","大田区","アスクル　雪谷大塚センター","アスクル　ユキガヤオオツカセンター","⑬ その他の食料・飲料販売業","","東京都大田区雪谷大塚町9-7","雪が⾕⼤塚ビル​1階",35.591770,139.679718,"","アスクル株式会社","5010601030357","東京都江東区豊洲３丁目２番３号","","","","","","","届出","",""
"013111","fBiz00000129180000001764","東京都","大田区","ダイソー　上池台東急ストア店","ダイソー　カミイケダイトウキュウストアテン","⑬ その他の食料・飲料販売業","","東京都大田区上池台５－２３－５","上池台東急ストア２階",35.591958,139.698380,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000405270000000080","東京都","大田区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000129180000001820","東京都","大田区","ダイソー　マルエツかまた店","ダイソー　マルエツカマタテン","⑬ その他の食料・飲料販売業","","東京都大田区蒲田５－４７－７","マルエツかまた店３階",35.559588,139.716096,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001886","東京都","大田区","ダイソー　大田池上店","ダイソー　オオタイケガミテン","⑬ その他の食料・飲料販売業","","東京都大田区池上７－１－１","",35.572539,139.701069,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001903","東京都","大田区","ダイソー　雑色水門通り店","ダイソー　ゾウシキスイモンドオリテン","⑬ その他の食料・飲料販売業","","東京都大田区東六郷２－１３－６","ＷＥＬＬ　ＨＩＧＡＳＨＩＲＯＫＵＧＯ１階",35.548636,139.717514,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001909","東京都","大田区","ダイソー　マチノマ大森店","ダイソー　マチノマオオモリテン","⑬ その他の食料・飲料販売業","","東京都大田区大森西３－１－３８","マチノマ大森２階",35.574507,139.726033,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001936","東京都","大田区","ダイソー　東急プラザ蒲田店","ダイソー　トウキュウプラザカマタテン","⑬ その他の食料・飲料販売業","","東京都大田区西蒲田７丁目６９番１号","東急プラザ蒲田Ｍ２階",35.561984,139.714389,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001957","東京都","大田区","ダイソー　大森駅前店","ダイソー　オオモリエキマエテン","⑬ その他の食料・飲料販売業","","東京都大田区山王２－４－１","大森駅前ビル３階",35.588976,139.727283,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001959","東京都","大田区","ダイソー　長原東急ストア店","ダイソー　ナガハラトウキュウストアテン","⑬ その他の食料・飲料販売業","","東京都大田区上池台１－１０－１０","長原東急ストア店３階",35.602232,139.697798,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001977","東京都","大田区","ダイソー　Ｌｕｚ大森店","ダイソー　ラズオオモリテン","⑬ その他の食料・飲料販売業","","東京都大田区大森北１－１０－１４","Ｌｕｚ大森２階",35.586352,139.728288,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000129180000001994","東京都","大田区","ダイソー　糀谷萩中商店街店","ダイソー　コウジヤハギナカショウテンガイテン","⑬ その他の食料・飲料販売業","","東京都大田区萩中２－７－７","",35.551546,139.730849,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"013111","fBiz00000130720000000318","東京都","大田区","コーナン本羽田萩中店","コーナンホンハネダハギナカテン","⑪ 百貨店、総合スーパー","販売業","東京都大田区本羽田2丁目3-1","",35.549095,139.731513,"03-5735-5861","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"013111","fBiz00000132600000000008","東京都","大田区","東京共同青果株式会社","トウキョウキョウドウセイカカブシキガイシャ","⑦ 野菜果物販売業","青果物卸","東京都大田区東海3-8-2","TSKビル311",35.578130,139.759442,"03-6303-6672","東京共同青果株式会社","1010001061254","東京都大田区東海３丁目８番２号","","","","","","","届出","",""
"013111","fBiz00000132650000000038","東京都","大田区","にじいろ保育園大岡山","ニジイロホイクエンオオオカヤマ","㉖ 集団給食施設","認可保育園施設","東京都大田区南千束3丁目1番6号","",35.604136,139.687702,"03-6421-9415","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000043","東京都","大田区","にじいろ保育園西六郷","ニジイロホイクエンニシロクゴウ","㉖ 集団給食施設","認可保育園施設","東京都大田区西六郷3丁目26番18号","",35.545287,139.707771,"03-6424-4192","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000044","東京都","大田区","にじいろ保育園矢口渡","ニジイロホイクエンヤグチノワタシ","㉖ 集団給食施設","認可保育園施設","東京都大田区多摩川1丁目34番5号","",35.560594,139.699613,"03-6451-9561","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000045","東京都","大田区","にじいろ保育園南雪谷","ニジイロホイクエンミナミユキガヤ","㉖ 集団給食施設","認可保育園施設","東京都大田区南雪谷5丁目10番12号","",35.588219,139.687248,"03-6421-9483","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000048","東京都","大田区","にじいろ保育園鵜の木","ニジイロホイクエンウノキ","㉖ 集団給食施設","認可保育園施設","東京都大田区鵜の木3丁目35番13号","",35.575480,139.676412,"03-6715-2682","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000049","東京都","大田区","にじいろ保育園西馬込","ニジイロホイクエンニシマゴメ","㉖ 集団給食施設","認可保育園施設","東京都大田区西馬込2丁目28番16号","",35.586078,139.703861,"03-6809-9227","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000102","東京都","大田区","にじいろ保育園南馬込","ニジイロホイクエンミナミマゴメ","㉖ 集団給食施設","認可保育園施設","東京都大田区南馬込4丁目25番11号","",35.585037,139.713656,"03-6429-2401","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000103","東京都","大田区","にじいろ保育園南馬込桜通り","ニジイロホイクエンミナミマゴメサクラドオリ","㉖ 集団給食施設","認可保育園施設","東京都大田区南馬込6丁目22番1号","",35.583135,139.713077,"03-6417-1433","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000104","東京都","大田区","にじいろ保育園南馬込4丁目","ニジイロホイクエンミナミマゴメヨンチョウメ","㉖ 集団給食施設","認可保育園施設","東京都大田区南馬込４丁目２９番７号","",35.586641,139.714613,"03-6417-1320","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000105","東京都","大田区","にじいろ保育園中馬込","ニジイロホイクエンナカマゴメ","㉖ 集団給食施設","認可保育園施設","東京都大田区中馬込３丁目１１番３２号","",35.592574,139.704220,"03-5728-9602","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000132650000000143","東京都","大田区","大田区立田園調布二丁目保育園","オオタクリツデンエンチョウフニチョウメホイクエン","㉖ 集団給食施設","公設民営保育園施設","東京都大田区田園調布２丁目１７番２号","",35.595391,139.672906,"03-3722-5165","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"013111","fBiz00000134370000000012","東京都","大田区","株式会社ベジテック　東東京営業部","カブシキガイシャベジテック　ヒガシトウキョウエイギョウブ","⑦ 野菜果物販売業","","東京都大田区東海3-2-1","",35.578954,139.759167,"0354922666","株式会社ベジテック","3012801002559","神奈川県川崎市宮前区水沢1-1-1","","","","","","","届出","",""
"013111","fBiz00000139870000000145","東京都","大田区","快活CLUB　FiT24　大田千鳥店","カイカツクラブフィットニジュウヨンオオタチドリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都大田区千鳥2丁目10-8","",35.570978,139.696222,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"013111","fBiz00000139870000000238","東京都","大田区","FiT24 大森駅前店","フィットニジュウヨンオオモリエキマエテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都大田区大森北1丁目2-4","ヒューマックスパビリオン大森3F",35.587670,139.729269,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"013111","fBiz00000139870000000288","東京都","大田区","FASTGYM24　大森店","ファストジムオオモリテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都大田区大森西3-27-18","",35.572989,139.732293,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"013111","fBiz00000141850000000001","東京都","大田区","東京大田サービスセンター","トウキョウオオタサービスセンター","⑦ 野菜果物販売業","","東京都大田区東海3-9-10","澤光物流センター２F",35.577427,139.759657,"03-6674-2618","株式会社ケーアイ・フレッシュアクセス","9011201015892","東京都中野区中央1-38-1　住友中野坂上ビル15F","","","","","","","届出","",""
"013111","fBiz00000143240000000015","東京都","大田区","コトイチ蒲田店","コトイチカマタテン","⑬ その他の食料・飲料販売業","食料品販売（製造無し）","東京都大田区蒲田五丁目13番1号　","グランデュオ蒲田店構内",35.562556,139.716494,"03-5713-6184","株式会社アトレスティル","6010001137388","東京都千代田区神田佐久間町１丁目２５番地","","","","","","","届出","",""
"013111","fBiz00000143440000000009","東京都","大田区","サニーライフ大田中央","サニーライフオオタチュウオウ","㉖ 集団給食施設","有料老人ホーム","東京都大田区中央3丁目30-6","",35.575900,139.721037,"03-3776-3600","株式会社川島コーポレーション","2040001050435","千葉県君津市東猪原248番地2","","","","","","","届出","",""
"013111","fBiz00000144890000000346","東京都","大田区","キッチンオリジン　下丸子店","キッチンオリジンシモマルコテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区下丸子三丁目3番17号","",35.571403,139.685853,"03-3758-4811","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000349","東京都","大田区","キッチンオリジン　蓮沼店","キッチンオリジンハスヌマテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区西蒲田六丁目29番5号　笹山ビル","",35.564631,139.708532,"03-5713-9595","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000350","東京都","大田区","キッチンオリジン　糀谷店","キッチンオリジンコウジヤテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区西糀谷四丁目13番12号","",35.555258,139.729906,"03-5735-5032","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000352","東京都","大田区","キッチンオリジン　大森山王店","キッチンオリジンオオモリサンノウテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区山王三丁目9番9号","",35.582358,139.722759,"03-5746-0585","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000353","東京都","大田区","キッチンオリジン　梅屋敷店","キッチンオリジンウメヤシキテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区蒲田二丁目6番4号","",35.567398,139.727073,"03-5713-7905","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000368","東京都","大田区","キッチンオリジン　六郷土手店","キッチンオリジンロクゴウドテテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区仲六郷四丁目18番6号","",35.541293,139.707839,"03-6715-8016","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000144890000000371","東京都","大田区","オリジン弁当　大森町店","オリジンベントウオオモリマチテン","⑬ その他の食料・飲料販売業","弁当店","東京都大田区大森西五丁目10番7号","",35.572046,139.730855,"03-6423-1521","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"013111","fBiz00000405270000000088","東京都","大田区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000405270000000091","東京都","大田区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000145240000000028","東京都","大田区","ユナイテッドベジーズ　大田事務所","ユナイテッドベジーズ　オオタジムショ","⑦ 野菜果物販売業","","東京都大田区東海3-2-1","大田市場事務棟7F 09号",35.578954,139.759167,"","株式会社ユナイテッドベジーズ","8010401061921","東京都港区港南2-12-32","","","","","","","届出","",""
"013111","fBiz00000145420000000306","東京都","大田区","ピーコックストア石川台店　清流物語","ピーコックストアイシカワダイテン　セイリュウモノガタリ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","水の量り売り自動販売機","東京都大田区東雪谷2-5-11","",35.597302,139.684545,"","ビーエスエス株式会社","3010001122467","東京都中央区日本橋二丁目16番2号","","","","","","","届出","",""
"013111","fBiz00000146310000000075","東京都","大田区","スターバックスコーヒー　羽田空港第１ターミナル THE HANEDA HOUSE５階店","スターバックスコーヒー　ハネダクウコウダイイチターミナルザハネダハウステン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区羽田空港3-3-2","羽田空港第１旅客ターミナルビル5階",35.548758,139.783874,"03-5579-7410","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000000093","東京都","大田区","スターバックスコーヒーグランデュオ蒲田店","スターバックスコーヒーグランデュオカマタテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区蒲田5-13-1","グランデュオ蒲田店構内",35.562556,139.716494,"03-5713-6310","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000000102","東京都","大田区","スターバックスコーヒー田園調布東急スクエアガーデンサイト店","スターバックスコーヒーデンエンチョウフトウキュウスクエアガーデンサイトテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区田園調布2-62-3","",35.597075,139.668099,"03-5483-0215","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000000129","東京都","大田区","スターバックスコーヒー羽田空港第1ターミナルマーケットプレイス3階店","スターバックスコーヒーハネダクウコウダイイチターミナルマーケットプレイスサンカイテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区羽田空港3-3-2","第1旅客ターミナルマーケットプレイス3階",35.548758,139.783874,"03-5757-9088","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000000131","東京都","大田区","スターバックスコーヒーアトレ大森店","スターバックスコーヒーアトレオオモリテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区大森北1-6-16","アトレ大森 2階",35.588521,139.728228,"03-5767-9972","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000000168","東京都","大田区","スターバックスコーヒーエトモ池上店","スターバックスコーヒーエトモイケガミテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区池上6-3-10","エトモ池上4階　43区画",35.572296,139.703572,"03-6410-5011","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000146310000001698","東京都","大田区","スターバックスコーヒー　アトレ大森店(5F)","スターバックスコーヒー　アトレオオモリゴカイテン","⑬ その他の食料・飲料販売業","喫茶店","東京都大田区大森北一丁目6番16号","",35.588521,139.728228,"03-6410-8650","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"013111","fBiz00000148120000000005","東京都","大田区","","","⑥ 弁当販売業","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000148120000000009","東京都","大田区","","","⑥ 弁当販売業","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000148120000000078","東京都","大田区","","","⑥ 弁当販売業","","","","","","","","","","","","","","","","届出","",""
"013111","fBiz00000149180000000027","東京都","大田区","ツルハドラッグ東糀谷店","ツルハドラッグヒガシコウジヤテン","⑬ その他の食料・飲料販売業","","東京都大田区東糀谷2-3-6","",35.556883,139.742231,"03-6423-2750","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000035","東京都","大田区","ツルハドラッグ大森南店","ツルハドラッグオオモリミナミテン","⑪ 百貨店、総合スーパー","","東京都大田区大森南2-12-1","",35.562481,139.742193,"","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000097","東京都","大田区","ツルハドラッグ大鳥居駅前店","ツルハドラッグオオトリイエキマエテン","⑪ 百貨店、総合スーパー","","東京都大田区東糀谷3丁目3番15","",35.552453,139.741552,"03-6715-1625","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000138","東京都","大田区","ツルハドラッグ東京六郷店","ツルハドラッグトウキョウロクゴウテン","⑪ 百貨店、総合スーパー","","東京都大田区仲六郷4丁目３１－１７","",35.541146,139.708341,"03-5703-7811","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000139","東京都","大田区","ツルハドラッグ梅屋敷店","ツルハドラッグウメヤシキテン","⑪ 百貨店、総合スーパー","","東京都大田区大森西6丁目11-16","",35.568232,139.724278,"03-5703-7303","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000140","東京都","大田区","ツルハドラッグ蒲田店","ツツハドラッグカマタテン","⑪ 百貨店、総合スーパー","","東京都大田区西蒲田7-61-1","",35.562017,139.711834,"03-5713-7337","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000141","東京都","大田区","ツルハドラッグ東蒲田店","ツルハドラッグヒガシカマタテン","⑪ 百貨店、総合スーパー","","東京都大田区東蒲田1-15-1","",35.564284,139.729724,"03-5714-7168","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000143","東京都","大田区","ツルハドラッグ池上駅前店","ツルハドラッグイケガミエキマエテン","⑪ 百貨店、総合スーパー","","東京都大田区池上3-41-7","",35.573226,139.703363,"03-3755-2474","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000144","東京都","大田区","ツルハドラッグ穴守稲荷店","ツルハドラッグアナモリイナリテン","⑪ 百貨店、総合スーパー","","東京都大田区羽田4丁目3番10号　","羽田ビル1階",35.550679,139.747201,"03-5735-2680","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
"013111","fBiz00000149180000000145","東京都","大田区","ツルハドラッグ西糀谷店","ツルハドラッグニシコウジヤテン","⑪ 百貨店、総合スーパー","","東京都大田区西糀谷1丁目4番16号","",35.560025,139.730336,"03-5735-3030","株式会社ツルハ","1430001010672","北海道札幌市東区北二十四条東二十丁目1番21号","","","","","","","届出","",""
