"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"042000","fBiz00000106720000000001","長崎県","長崎市","日本フードパッカー株式会社川棚工場","ニホンフードパッカーカブシキガイシャカワタナコウジョウ","㉖ 集団給食施設","","長崎県東彼杵郡川棚町百津郷39","",33.066852,129.869484,"0956-82-4515","日本フードパッカー株式会社川棚工場","9420001011573","長崎県東彼杵郡川棚町百津郷39","","","","","","","届出","",""
"042000","fBiz00000107920000000007","長崎県","長崎市","長崎支店　製造課","ナガサキシテン　セイゾウカ","⑳ 精穀・製粉業","精穀製粉業","長崎県雲仙市愛野町乙537番地1","",32.816433,130.150952,"","全農パールライス株式会社","9010001072673","東京都千代田区神田三崎町３丁目１番１６号","","","","","","","届出","",""
"042000","fBiz00000107920000000012","長崎県","長崎市","長崎支店　製造課","ナガサキシテン　セイゾウカ","⑳ 精穀・製粉業","精穀製粉業","長崎県雲仙市愛野町乙537番地1","",32.816433,130.150952,"","全農パールライス株式会社","9010001072673","東京都千代田区神田三崎町３丁目１番１６号","","","","","","","届出","",""
"042000","fBiz00000108410000000022","長崎県","長崎市","コナミスポーツクラブ大村","コナミスポーツクラブオオムラ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","長崎県大村市森園町663-3","",32.921403,129.938429,"095-746-5110","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"042000","fBiz00000112110000000002","長崎県","長崎市","","","㉙ その他","冷凍倉庫保管業","","","","","","","","","","","","","","","届出","",""
"042000","fBiz00000124510000000021","長崎県","長崎市","","","⑬ その他の食料・飲料販売業","陳列販売","","","","","","","","","","","","","","","届出","",""
"042000","fBiz00000129180000000178","長崎県","長崎市","ダイソー　大村幸町店","ダイソー　オオムラサイワイマチテン","⑬ その他の食料・飲料販売業","小売業","長崎県大村市幸町２５－５２","",32.903222,129.955322,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"042000","fBiz00000129180000000616","長崎県","長崎市","ダイソー　マックスバリュ佐々店","ダイソー　マックスバリュサザテン","⑬ その他の食料・飲料販売業","","長崎県北松浦郡佐々町本田原免７２－３","マックスバリュ２階",33.240103,129.650365,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"042000","fBiz00000129180000000617","長崎県","長崎市","ダイソー　アクロスプラザ諫早店","ダイソー　アクロスプラザイサハヤテン","⑬ その他の食料・飲料販売業","","長崎県諫早市久山町１２７１－２","",32.827715,129.997855,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"042000","fBiz00000129180000001655","長崎県","長崎市","ダイソー　ミスターマックス長崎時津店","ダイソー　ミスターマックスナガサキトギツテン","⑬ その他の食料・飲料販売業","","長崎県西彼杵郡時津町左底郷１８３２－１","",32.834927,129.844381,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"042000","fBiz00000133690000000040","長崎県","長崎市","ヤクルト郷ノ浦センター","ヤクルトゴウノウラセンター","⑬ その他の食料・飲料販売業","","長崎県壱岐市郷ノ浦町片原触76","",33.747085,129.693907,"0920473996","中央福岡ヤクルト販売株式会社","2290001041203","福岡県太宰府市水城１丁目２５番１号","","","","","","","届出","",""
"042000","fBiz00000135490000000357","長崎県","長崎市","ファミリーマート有明湯江店","ファミリーマートアリアケユエテン","① 飲食店営業","","長崎県島原市有明町湯江甲204-1","",32.859980,130.327724,"0957-61-9022","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","3島振 保衛 第4090号",2022/01/24,2022/01/24,2022/01/31,2028/03/31,"","許可","既製品の加熱提供",""
"042000","fBiz00000135490000000358","長崎県","長崎市","ファミリーマート有明湯江店","ファミリーマートアリアケユエテン","① 魚介類販売業（包装済みの魚介類のみの販売）","","長崎県島原市有明町湯江甲204-1","",32.859980,130.327724,"0957-61-9022","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"042000","fBiz00000135490000000358","長崎県","長崎市","ファミリーマート有明湯江店","ファミリーマートアリアケユエテン","② 食肉販売業（包装済みの食肉のみの販売）","","長崎県島原市有明町湯江甲204-1","",32.859980,130.327724,"0957-61-9022","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"042000","fBiz00000135490000000358","長崎県","長崎市","ファミリーマート有明湯江店","ファミリーマートアリアケユエテン","③ 乳類販売業","","長崎県島原市有明町湯江甲204-1","",32.859980,130.327724,"0957-61-9022","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"042000","fBiz00000135490000000358","長崎県","長崎市","ファミリーマート有明湯江店","ファミリーマートアリアケユエテン","⑩ コンビニエンスストア","","長崎県島原市有明町湯江甲204-1","",32.859980,130.327724,"0957-61-9022","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"042000","fBiz00000138470000000025","長崎県","長崎市","ダイレックス有家店","ダイレックスアリエテン","① 魚介類販売業（包装済みの魚介類のみの販売）","ﾃﾞｨｽｶｳﾝﾄｽﾄｱ","長崎県南島原市有家町中須川１９７－１","",32.662569,130.304734,"0957-82-6225","ダイレックス株式会社","6300001004245","佐賀県佐賀市高木瀬町大字長瀬９３０番地","","","","","","","届出","",""
"042000","fBiz00000138470000000025","長崎県","長崎市","ダイレックス有家店","ダイレックスアリエテン","② 食肉販売業（包装済みの食肉のみの販売）","ﾃﾞｨｽｶｳﾝﾄｽﾄｱ","長崎県南島原市有家町中須川１９７－１","",32.662569,130.304734,"0957-82-6225","ダイレックス株式会社","6300001004245","佐賀県佐賀市高木瀬町大字長瀬９３０番地","","","","","","","届出","",""
"042000","fBiz00000138470000000025","長崎県","長崎市","ダイレックス有家店","ダイレックスアリエテン","③ 乳類販売業","ﾃﾞｨｽｶｳﾝﾄｽﾄｱ","長崎県南島原市有家町中須川１９７－１","",32.662569,130.304734,"0957-82-6225","ダイレックス株式会社","6300001004245","佐賀県佐賀市高木瀬町大字長瀬９３０番地","","","","","","","届出","",""
"042000","fBiz00000138470000000025","長崎県","長崎市","ダイレックス有家店","ダイレックスアリエテン","⑪ 百貨店、総合スーパー","ﾃﾞｨｽｶｳﾝﾄｽﾄｱ","長崎県南島原市有家町中須川１９７－１","",32.662569,130.304734,"0957-82-6225","ダイレックス株式会社","6300001004245","佐賀県佐賀市高木瀬町大字長瀬９３０番地","","","","","","","届出","",""
