"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"029000","fBiz00000107780000000001","奈良県","奈良市","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000107780000000005","奈良県","奈良市","三笠産業株式会社","ミカササンギョウカブシキガイシャ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","奈良県生駒郡安堵町窪田1135番5","",34.596036,135.764316,"","三笠産業株式会社","1150001013489","奈良県北葛城郡広陵町寺戸53","","","","","","","届出","",""
"029000","fBiz00000107780000000006","奈良県","奈良市","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000107920000000011","奈良県","奈良市","奈良支店　製造課","ナラシテン　セイゾウカ","⑳ 精穀・製粉業","精穀製粉業","奈良県葛城市新村64番地1","",34.480200,135.743140,"","全農パールライス株式会社","9010001072673","東京都千代田区神田三崎町３丁目１番１６号","","","","","","","届出","",""
"029000","fBiz00000108660000000005","奈良県","奈良市","株式会社サンエー化研　奈良工場","カブシキガイシャサンエーカケン　ナラコウジョウ","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","奈良県天理市三昧田町15","",34.585349,135.836835,"","株式会社サンエー化研　奈良工場","2010001017602","奈良県天理市三昧田町15","","","","","","","届出","",""
"029000","fBiz00000113080000000028","奈良県","奈良市","MEGAドン・キホーテUNY西大和店","メガドン・キホーテユニーニシヤマトテン","⑪ 百貨店、総合スーパー","","奈良県北葛城郡上牧町ささゆり台1-1-1","",34.566206,135.721012,"0570-087-311","UDリテール株式会社","3013301041403","神奈川県横浜市神奈川区入江二丁目18番地","","","","","","","届出","",""
"029000","fBiz00000115920000000175","奈良県","奈良市","カルディコーヒーファーム　イオンモール橿原店","カルディコーヒーファーム　イオンモールカシハラテン","⑬ その他の食料・飲料販売業","小売業","奈良県橿原市曲川町7-20-1-158　","イオンモール橿原1F",34.507760,135.763261,"0744-25-1117","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"029000","fBiz00000115920000000176","奈良県","奈良市","カルディコーヒーファーム　イオンモール大和郡山店","カルディコーヒーファーム　イオンモールヤマトコオリヤマテン","⑬ その他の食料・飲料販売業","小売業","奈良県大和郡山市下三橋町741　","イオンモール大和郡山 1Ｆ",34.651128,135.802174,"0743-58-1133","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"029000","fBiz00000115920000000177","奈良県","奈良市","カルディコーヒーファーム　ラスパ西大和店","カルディコーヒーファーム　ラスパニシヤマトテン","⑬ その他の食料・飲料販売業","小売業","奈良県北葛城郡上牧町ささゆり台1-1-1","ラスパ西大和　1Ｆ",34.566206,135.721012,"0745-71-1565","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"029000","fBiz00000115920000000178","奈良県","奈良市","カルディコーヒーファーム　近鉄生駒店","カルディコーヒーファーム　キンテツイコマテン","⑬ その他の食料・飲料販売業","小売業","奈良県生駒市谷田町1600　","近鉄百貨店生駒店2F",34.693829,135.698070,"0743-71-6066","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"029000","fBiz00000115920000000376","奈良県","奈良市","カルディコーヒーファーム　奈良登美ヶ丘店","カルディコーヒーファーム　ナラトミガオカテン","⑬ その他の食料・飲料販売業","小売業","奈良県生駒市鹿畑町3027","イオンモール奈良登美ヶ丘　１F",34.725840,135.750469,"0743-70-1309","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"029000","fBiz00000117180000000001","奈良県","奈良市","梅田米穀店","ウメダベイコクテン","⑧ 米穀類販売業","","奈良県五條市岡口２－２－４８","",34.357415,135.696695,"0747-22-3307","梅田眞由","","奈良県五條市岡口2-2-48","","","","","","","届出","",""
"029000","fBiz00000117650000000003","奈良県","奈良市","","","㉖ 集団給食施設","給食","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000117650000000004","奈良県","奈良市","フォレストデイセンター鹿ノ台","フォレストデイセンターシカノダイ","㉖ 集団給食施設","給食","奈良県生駒市鹿ノ台西1-5-1","",34.734350,135.745842,"0743783360","社会福祉法人長命荘","2150005002339","奈良県生駒市北田原町2429-4","","","","","","","届出","",""
"029000","fBiz00000121390000000016","奈良県","奈良市","","","㉖ 集団給食施設","認可外保育施設（企業主導型）","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000122250000000003","奈良県","奈良市","","","⑬ その他の食料・飲料販売業","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000124460000000001","奈良県","奈良市","","","㉖ 集団給食施設","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000124510000000016","奈良県","奈良市","","","⑬ その他の食料・飲料販売業","陳列販売","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000126510000000002","奈良県","奈良市","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000126510000000003","奈良県","奈良市","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"029000","fBiz00000128030000000001","奈良県","奈良市","やまとファーム","ヤマトファーム","㉔ その他の食料品製造・加工業","食品製造","奈良県天理市西井戸堂町294","",34.585989,135.816111,"0729814831","田村嘉宏","","奈良県天理市西井戸堂町294","","","","","","","届出","",""
"029000","fBiz00000128650000000001","奈良県","奈良市","伊藤ゆう養蜂園","イトウユウヨウホウエン","㉔ その他の食料品製造・加工業","自営業","","","","","","伊藤佑一","","奈良県宇陀市榛原八滝195－2","","","","","","","届出","",""
"029000","fBiz00000128960000000001","奈良県","奈良市","株式会社やまと蜂蜜　山添工場","カブシキガイシャヤマトハチミツ　ヤマゾエコウジョウ","⑥ 弁当販売業","","奈良県山辺郡山添村切幡1364","",34.630492,135.993199,"","株式会社やまと蜂蜜","1150001002467","奈良県奈良市田中町３２４番地","","","","","","","届出","",""
"029000","fBiz00000128960000000001","奈良県","奈良市","株式会社やまと蜂蜜　山添工場","カブシキガイシャヤマトハチミツ　ヤマゾエコウジョウ","⑦ 野菜果物販売業","","奈良県山辺郡山添村切幡1364","",34.630492,135.993199,"","株式会社やまと蜂蜜","1150001002467","奈良県奈良市田中町３２４番地","","","","","","","届出","",""
"029000","fBiz00000128960000000001","奈良県","奈良市","株式会社やまと蜂蜜　山添工場","カブシキガイシャヤマトハチミツ　ヤマゾエコウジョウ","⑨ 通信販売・訪問販売による販売業","","奈良県山辺郡山添村切幡1364","",34.630492,135.993199,"","株式会社やまと蜂蜜","1150001002467","奈良県奈良市田中町３２４番地","","","","","","","届出","",""
"029000","fBiz00000128960000000001","奈良県","奈良市","株式会社やまと蜂蜜　山添工場","カブシキガイシャヤマトハチミツ　ヤマゾエコウジョウ","⑩ コンビニエンスストア","","奈良県山辺郡山添村切幡1364","",34.630492,135.993199,"","株式会社やまと蜂蜜","1150001002467","奈良県奈良市田中町３２４番地","","","","","","","届出","",""
"029000","fBiz00000128960000000001","奈良県","奈良市","株式会社やまと蜂蜜　山添工場","カブシキガイシャヤマトハチミツ　ヤマゾエコウジョウ","⑬ その他の食料・飲料販売業","","奈良県山辺郡山添村切幡1364","",34.630492,135.993199,"","株式会社やまと蜂蜜","1150001002467","奈良県奈良市田中町３２４番地","","","","","","","届出","",""
