"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"028203","fBiz00000107420000000250","兵庫県","明石市","株式会社九州屋　明石ビブレ店","カブシキガイシャキュウシュウヤ　アカシビブレテン","⑦ 野菜果物販売業","","兵庫県明石市大久保町ゆりのき通1-3-2","明石ビブレ　１F",34.681004,134.937720,"078-937-4621","株式会社九州屋","4010101000976","東京都八王子市越野24-1","","","","","","","届出","",""
"028203","fBiz00000107980000000001","兵庫県","明石市","焙煎豆鶴","バイセンマメツル","⑯ コーヒー製造・加工業（飲料の製造を除く。）","","兵庫県明石市朝霧南町2-197-2","",34.645963,135.018556,"","","","","","","","","","","届出","",""
"028203","fBiz00000108410000000126","兵庫県","明石市","コナミスポーツクラブ明石大久保2階","コナミスポーツクラブアカシオオクボニカイ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市大久保町ゆりのき通２－３－１","コナミスポーツクラブ明石大久保2階",34.680121,134.936702,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000127","兵庫県","明石市","コナミスポーツクラブ明石大久保3階","コナミスポーツクラブアカシオオクボサンカイ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市大久保町ゆりのき通２－３－１","コナミスポーツクラブ明石大久保3階",34.680121,134.936702,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000128","兵庫県","明石市","コナミスポーツクラブ明石","コナミスポーツクラブアカシ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市大明石町２－３－３１","コナミスポーツクラブ明石2階",34.648601,134.987685,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000131","兵庫県","明石市","ホットヨガスタジオLAVA土山店","ホットヨガスタジオラバツチヤマテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市魚住町清水2427-3　2F","",34.721765,134.898838,"078-942-8501","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000484","兵庫県","明石市","コナミスポーツクラブ明石大久保","コナミスポーツクラブアカシオオクボ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","兵庫県明石市大久保町ゆりのき通2-3-1","",34.680121,134.936702,"078-934-2619","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000619","兵庫県","明石市","LAVA明石二見","ラバアカシフタミ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市二見町西二見89-7","兵庫二見プラザ1階",34.711771,134.889272,"03-6387-3577","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000000694","兵庫県","明石市","Rintosull明石","リントスルアカシ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","兵庫県明石市大明石町1-6-22","ラ・メール7階",34.648276,134.991232,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"028203","fBiz00000108410000001179","兵庫県","明石市","エニタイム明石魚住		","エニタイムアカシウオズミ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","兵庫県明石市魚住町住吉		2丁目23-1-2 1F","","","","078-995-9302","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
