"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"013115","fBiz00000101440000000005","東京都","杉並区","","","⑬ その他の食料・飲料販売業","自動車","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000292820000001356","東京都","杉並区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000292820000001372","東京都","杉並区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000292820000001376","東京都","杉並区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005130","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005282","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005300","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005703","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005788","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000546890000005900","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000105660000000001","東京都","杉並区","株式会社小林米店","カブシキガイシャコバヤシコメテン","⑧ 米穀類販売業","","東京都杉並区杉並区高円寺南四丁目５番５号","",35.702746,139.650370,"0333142205","株式会社小林米店","5011301002547","","","","","","","","届出","",""
"013115","fBiz00000107420000000259","東京都","杉並区","株式会社九州屋　ビーンズ阿佐ヶ谷店","カブシキガイシャキュウシュウヤ　ビーンズアサガヤテン","⑦ 野菜果物販売業","","東京都杉並区阿佐谷南三丁目58番1号","ビーンズ阿佐ヶ谷　ビーンズくるく新鮮館　１F",35.704989,139.636364,"03-3310-7170","株式会社九州屋","4010101000976","東京都八王子市越野24-1","","","","","","","届出","",""
"013115","fBiz00000108410000000181","東京都","杉並区","FASTGYM24　新高円寺","ファストジムトゥエンティフォー　シンコウエンジ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都杉並区高円寺南二丁目１９番４号","黒柳ビル地下1階",35.698047,139.648218,"03-5305-5381","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108410000000431","東京都","杉並区","ティップネス下井草","ティップネスシモイグサ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都杉並区下井草２－４０－１７","2階",35.723403,139.624980,"03-3301-7667","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000546890000005901","東京都","杉並区","","","⑬ その他の食料・飲料販売業","小売業（置き菓子用冷凍冷蔵庫）","","","","","","","","","","","","","","","届出","",""
"013115","fBiz00000108410000000435","東京都","杉並区","マシンピラティススタジオRintosull阿佐ヶ谷","マシンピラティススタジオリントスルアサガヤ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都杉並区阿佐谷南1-36-15","レオ第11ビル2F",35.703315,139.636950,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108410000000642","東京都","杉並区","コナミスポーツクラブ荻窪南口","コナミスポーツクラブオギクボミナミグチ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都杉並区荻窪5-30-17","",35.704052,139.622178,"03-5335-2811","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108410000000779","東京都","杉並区","ホットヨガスタジオLAVA荻窪","ホットヨガスタジオラバオギクボ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都杉並区上荻1-17-1　","シンフォニーシティー3F",35.705699,139.618713,"03-5347-2786","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108410000001318","東京都","杉並区","ドンキホーテ環七方南町","ドンキホーテカンナナホウナンチョウ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","東京都杉並区方南1-28-3","",35.677155,139.658760,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108410000001457","東京都","杉並区","LAVA浜田山","ラバハマダヤマ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","東京都杉並区浜田山3-35-38","ハイタウン浜田山1号館2F",35.684278,139.627238,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"013115","fBiz00000108460000000014","東京都","杉並区","エンハーブ　ルミネ荻窪店","エンハーブルミネオギクボテン","⑬ その他の食料・飲料販売業","小売業","東京都杉並区上荻一丁目７番１号","",35.705351,139.618115,"03-6383-5066","株式会社コネクト","3010001063793","東京都港区芝大門二丁目８番１３号","","","","","","","届出","",""
"013115","fBiz00000114570000000011","東京都","杉並区","ローソンストア１００　阿佐ヶ谷北店","ローソンストアヒャク　アサガヤキタテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都杉並区阿佐谷北二丁目13番14号","",35.706120,139.635691,"0333105855","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013115","fBiz00000114570000000012","東京都","杉並区","ローソンストア１００　高円寺南店","ローソンストアヒャク　コウエンジミナミテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都杉並区高円寺南二丁目4番3号","",35.698183,139.651812,"0333133755","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013115","fBiz00000114570000000024","東京都","杉並区","ローソンストア１００　芦花公園店","ローソンストアヒャク　ロカコウエンテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都杉並区上高井戸一丁目18番8号","",35.671634,139.609551,"0353573199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013115","fBiz00000114570000000032","東京都","杉並区","ローソンストア１００　杉並上井草三丁目店","ローソンストアヒャク　スギナミカミイグササンチョウメテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都杉並区上井草三丁目32番8号","",35.725137,139.602460,"0333966716","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013115","fBiz00000114570000000059","東京都","杉並区","ローソンストア１００　高井戸西店","ローソンストアヒャク　タカイドニシテン","⑩ コンビニエンスストア","コンビニエンスストア","東京都杉並区高井戸西一丁目２１番１７号","",35.683668,139.607489,"0332477020","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"013115","fBiz00000115400000000001","東京都","杉並区","東京山手食糧販売協同組合","トウキョウヤマテショクリョウハンバイキョウドウクミアイ","⑧ 米穀類販売業","","東京都杉並区桃井二丁目２番１号","山手荻窪ビル2F",35.710624,139.610419,"03-3301-8031","東京山手食糧販売協同組合","8011105001370","東京都新宿区西新宿1-19-6","","","","","","","届出","",""
"013115","fBiz00000115920000000029","東京都","杉並区","カルディコーヒーファーム　浜田山店","カルディコーヒーファーム　ハマダヤマテン","⑬ その他の食料・飲料販売業","食品販売","東京都杉並区浜田山三丁目34番27号","",35.682517,139.627069,"03-5316-3361","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013115","fBiz00000115920000000085","東京都","杉並区","カルディコーヒーファーム　荻窪店","カルディコーヒーファーム　オギクボテン","⑬ その他の食料・飲料販売業","食品販売","東京都杉並区荻窪五丁目３０番５号","",35.703889,139.621641,"03-3220-5345","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013115","fBiz00000115920000000086","東京都","杉並区","カルディコーヒーファーム　京王リトナード永福町店","カルディコーヒーファーム　ケイオウリトナードエイフクチョウテン","⑬ その他の食料・飲料販売業","食品販売","東京都杉並区永福二丁目60番31号　","京王リトナード永福町2Ｆ",35.676131,139.643216,"03-5376-8566","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013115","fBiz00000115920000000087","東京都","杉並区","カルディコーヒーファーム　ビーンズ阿佐ヶ谷店","カルディコーヒーファーム　ビーンズアサガヤテン","⑬ その他の食料・飲料販売業","","東京都杉並区阿佐谷南3-58-1　","ビーンズ阿佐ヶ谷2F",35.704839,139.636153,"03-3223-0525","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013115","fBiz00000115920000000088","東京都","杉並区","カルディコーヒーファーム　阿佐ヶ谷南店","カルディコーヒーファーム　アサガヤミナミテン","⑬ その他の食料・飲料販売業","食品販売","東京都杉並区阿佐谷南1-34-11","",35.701727,139.636541,"03-3317-9150","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"013115","fBiz00000208840000000001","東京都","杉並区","","","⑬ その他の食料・飲料販売業","","","","","","","","","","","","","","","","届出","",""
