"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"012217","fBiz00000216190000000358","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000368","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000372","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000392","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000108410000000061","千葉県","柏市","スーパースポーツゼビオ セブンパークアリオ柏店","スーパースポーツゼビオ セブンパークアリオカシワテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市大島田1丁目8-1","",35.830239,140.014032,"04-7137-7023","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000000366","千葉県","柏市","ダンロップスポーツ24豊四季","ダンロップスポーツニジュウヨントヨシキ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市豊四季台4丁目1番1号","",35.864056,139.957785,"04-7128-5690","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000000369","千葉県","柏市","ダンロップスポーツ24豊四季","ダンロップスポーツニジュウヨントヨシキ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市豊四季台4丁目1番1号","",35.864056,139.957785,"04-7128-5690","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000000751","千葉県","柏市","ホットヨガスタジオLAVA柏","ホットヨガスタジオラバカシワ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市柏2-3-1","フーサワビル 7F",35.861280,139.972764,"042-314-0462","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000000851","千葉県","柏市","エニタイムフィットネス柏風早","エニタイムフィットネスカシワカザハヤ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市風早1-3-13 1F","",35.831369,140.011611,"04-7179-5736","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000001108","千葉県","柏市","フィットプレイス南柏","フィットプレイスミナミカシワ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市南柏 		1-2-7","南柏プラザビル1F","","","","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000216190000000393","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000395","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000445","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000450","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000454","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000459","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000216190000000466","千葉県","柏市","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"012217","fBiz00000108410000001446","千葉県","柏市","ANYTIMEFITNESS柏豊四季","エニタイムフィットネスカシワトヨシキ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市豊四季262-3 1F ","",35.863926,139.943772,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000108410000001600","千葉県","柏市","SOELUスタジオ柏光が丘","ソエルスタジオカシワヒカリガオカ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","千葉県柏市光ケ丘2丁目23-15","",35.826636,139.956497,"","株式会社朋コーポレーション","1010601025096","東京都墨田区錦糸１丁目２番１号アルカセントラル５階","","","","","","","届出","",""
"012217","fBiz00000114570000000030","千葉県","柏市","ローソンストア１００　柏千代田店","ローソンストアヒャク　カシワチヨダテン","① 飲食店営業","コンビニエンスストア","千葉県柏市千代田1丁目2番50号","",35.858276,139.974543,"0471650199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","06-001-0120",2024/05/14,2024/05/14,2024/05/14,2031/05/31,"","許可","  ",""
"012217","fBiz00000114570000000030","千葉県","柏市","ローソンストア１００　柏千代田店","ローソンストアヒャク　カシワチヨダテン","⑩ コンビニエンスストア","コンビニエンスストア","千葉県柏市千代田1丁目2番50号","",35.858276,139.974543,"0471650199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"012217","fBiz00000114570000000206","千葉県","柏市","ローソンストア１００　南柏一丁目店","ローソンストアヒャク　ミナミカシワイッチョウメテン","① 飲食店営業","コンビニエンスストア","千葉県柏市南柏１－１－３","",35.845080,139.954427,"0471463520","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","第04-001-0615",2023/02/24,2023/02/24,2023/02/24,2029/02/28,"","許可","",""
"012217","fBiz00000114570000000206","千葉県","柏市","ローソンストア１００　南柏一丁目店","ローソンストアヒャク　ミナミカシワイッチョウメテン","⑩ コンビニエンスストア","コンビニエンスストア","千葉県柏市南柏１－１－３","",35.845080,139.954427,"0471463520","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"012217","fBiz00000115920000000395","千葉県","柏市","カルディコーヒーファーム　柏モディ店","カルディコーヒーファーム　カシワモディテン","⑬ その他の食料・飲料販売業","食品販売","千葉県柏市柏1-2-26　","柏モディ　1Ｆ",35.860420,139.970740,"04-7113-5111","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"012217","fBiz00000115920000000398","千葉県","柏市","カルディコーヒーファーム　セブンパーク　アリオ柏店","カルディコーヒーファーム　セブンパーク　アリオカシワテン","⑬ その他の食料・飲料販売業","食品販売","千葉県柏市大島田1丁目6-1　","セブンパークアリオ柏　1階",35.831731,140.014133,"04-7193-2300","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"012217","fBiz00000115920000000399","千葉県","柏市","カルディコーヒーファーム　ららぽーと柏の葉店","カルディコーヒーファーム　ララポートカシワノハテン","⑬ その他の食料・飲料販売業","食品販売","千葉県柏市若柴175","ららぽーと柏の葉１F",35.894907,139.951565,"04-7168-1628","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"012217","fBiz00000129180000000159","千葉県","柏市","ダイソー　イオンタウン松ヶ崎店","ダイソー　イオンタウンマツガサキテン","⑬ その他の食料・飲料販売業","小売業","千葉県柏市大山台１丁目６番地","",35.879756,139.967615,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
"012217","fBiz00000129180000001616","千葉県","柏市","ダイソー　マミーマート柏若葉町店","ダイソー　マミーマートカシワワカバチョウテン","⑬ その他の食料・飲料販売業","","千葉県柏市若葉町３－４１","マミーマート柏若葉町店内",35.855133,139.970585,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目4番14号","","","","","","","届出","",""
